9554 25937
1200 8615 -445
6219 513 28
5127 7330 281
1208 77 162
5552 4347 -130
4882 5614 60
9334 3891 -415
2128 7154 -999
7050 2931 443
3907 5912 229
5824 7180 426
7114 4010 -62
4696 4078 805
535 1490 407
5286 5558 -374
5352 790 209
3493 7873 783
507 3259 -352
2044 5601 1000
8834 8377 152
9319 2246 489
203 9 361
5133 5961 769
3099 4365 -394
5017 245 666
6240 9367 540
4766 6851 -896
2442 6064 539
7266 4386 -569
4516 75 -227
6042 5630 1000
4336 6049 74
8140 2242 234
6880 6017 -588
7792 8248 -564
9225 1263 624
4589 5043 137
4343 7121 184
2484 8634 -418
291 7285 103
7042 265 180
8915 6458 485
62 9185 -620
6726 296 812
1238 7563 296
7529 4183 888
8573 844 -592
3284 8988 791
4808 3906 388
3047 9194 -340
5152 6603 400
7504 7826 -128
5538 210 204
1950 1167 -310
8490 7446 783
7884 2883 577
1366 4755 -454
2193 4792 252
1910 5399 429
4429 4218 364
3585 8683 49
4295 7755 304
3440 455 514
1534 5671 -45
7334 7609 -415
1209 7324 851
797 8594 385
1688 7006 502
4914 4268 11
6570 8651 -446
6452 7823 -648
1222 3890 999
6053 7478 -900
8829 851 -383
8356 369 306
2568 8181 -909
7919 2034 -653
2796 9267 470
173 6457 134
4906 4325 841
1795 7467 875
8345 2723 -902
1389 2754 -188
782 1180 -379
4272 89 -784
1642 6078 -775
6498 1974 648
7443 2621 -500
5154 1059 198
7565 8074 -564
8281 369 510
7127 8655 487
1028 9320 -304
1495 3327 -184
7862 1584 -221
2483 7299 528
9135 9273 -257
2996 2812 -138
7901 4634 -116
5367 8863 -430
1943 476 75
1880 8773 -470
2116 7636 853
4701 1294 815
3276 8430 -980
1997 3451 -344
7876 7325 568
8574 6958 -814
1572 4639 -643
4228 4400 63
2547 2136 428
8052 9444 -282
5644 5969 -516
6890 3813 652
3028 2165 -283
9196 4160 -333
6432 1313 247
4964 5942 -205
7467 1008 609
7606 9255 -676
7266 6830 760
4016 4843 -154
2359 8846 285
3521 1682 -712
9293 5892 -897
8794 117 -432
3765 1260 748
1669 379 169
7774 1973 419
5110 5416 -204
6251 8862 -16
6234 1441 75
3597 4300 819
3979 35 612
6138 3109 -823
1004 27 -424
771 7399 -131
7181 7305 -338
2177 2153 104
1694 5665 -562
8672 2866 -188
621 1043 -133
802 633 35
8279 4919 -939
6839 4903 234
5374 6608 789
1135 918 154
1452 5838 -537
5947 9552 -227
4525 1124 136
8501 1806 -737
9287 5106 -931
6773 7668 692
247 9391 -11
406 7639 369
9011 3989 -431
4412 932 510
5525 8309 97
6941 778 579
1779 3986 -339
4695 3210 -90
4301 3491 -427
579 9044 -799
8192 662 -443
5123 9199 -546
7752 4950 -941
497 8552 735
6513 2877 -692
3529 7096 -998
8738 8762 500
8515 9009 46
2526 7100 -654
6863 7255 -299
4000 8208 -233
3135 3723 435
8433 310 589
1284 1156 178
5446 2980 -139
993 2281 -514
9112 203 -335
4993 5315 -747
1786 3542 -296
4511 4614 97
2683 5997 -197
2285 3493 -531
1690 7717 -887
7163 3735 -487
9269 6396 665
7024 2599 271
4302 4304 557
5369 1064 -39
8160 8207 39
9251 7216 -364
8289 5733 -914
2338 9206 -462
589 3354 719
6508 1140 869
3168 2813 33
8277 8477 323
2116 2033 731
4001 44 -606
1360 2235 -427
8341 297 -79
3248 2783 292
8663 2938 -218
6728 6783 319
4397 6893 -584
3700 3036 -950
513 433 -546
9346 2327 102
617 4802 -269
4558 9137 -344
1939 5450 699
1136 851 981
6561 3867 527
8556 3289 691
309 7608 877
2538 3269 143
3716 84 485
6588 8491 592
6977 5440 782
6859 4566 -468
7292 4475 -841
5316 563 260
4485 542 664
2084 1232 -124
8352 8802 -525
6993 72 320
2239 5942 684
9174 6235 520
4741 7682 -289
5341 7480 -204
4175 9467 -646
8264 5288 -755
7859 8067 147
7305 6910 987
5745 1728 575
2281 5572 -688
5777 4169 929
224 840 -557
485 2563 -963
4475 1710 -157
8757 3500 889
8336 7233 537
7954 5900 620
5926 1701 85
3104 3111 -87
8324 531 -315
6091 4029 -601
9109 3955 -614
6919 1053 -367
488 9433 -370
3984 5567 971
712 2948 596
4086 3570 671
3487 7441 -825
8431 4490 -338
5574 6092 -73
6736 2642 -319
2407 752 -137
8689 1225 -208
2481 1019 89
8424 2450 714
2325 777 -99
8413 5069 -883
5559 353 -614
2700 2974 185
7690 1133 582
6649 7536 939
1887 586 -127
8267 8922 -12
3645 8706 -617
8920 4301 -962
8922 1727 920
8352 2272 710
2957 7218 3
732 7507 -917
3245 2819 -41
9141 1017 -194
352 9233 467
7907 2711 124
9091 5014 -719
1755 3892 -883
8133 4003 -5
6635 8004 835
5889 5112 -65
8946 4441 -188
2263 3844 -961
8253 8180 -279
3855 2693 565
2526 3862 -638
2334 4740 365
4582 2935 -374
1109 4991 -701
2726 9425 877
1944 2863 589
7314 2850 -438
4010 2300 795
2083 3143 -620
3823 2419 -799
6033 698 555
6435 6456 945
6103 7668 475
3652 5721 -202
7197 5486 465
6983 4043 -242
6656 874 -853
1686 87 990
364 215 -614
481 5975 695
6073 3583 -552
5429 7328 -260
8617 2859 -762
50 3255 -256
4494 7725 529
223 8540 915
9278 6777 150
2072 9380 770
3807 1728 -230
5424 5327 761
5611 6110 507
537 8759 -719
6110 7577 806
1231 1446 -405
8852 3996 -181
8037 4912 830
5541 8312 680
1172 2431 214
749 7389 -560
7288 1742 512
8691 4704 795
9397 3912 -639
7098 8789 94
4852 5766 448
179 322 478
370 4586 -711
2214 6232 313
6868 5147 117
4736 2461 -758
641 5635 399
4009 3671 884
1706 8579 -358
2896 5723 -130
1802 8772 71
4761 394 -964
2964 94 501
8984 6019 253
6845 5742 -311
2666 543 20
9448 5436 -639
1421 3084 468
6416 5568 489
4300 1152 406
8076 7630 99
5335 5065 567
6011 5120 837
4469 8974 -977
7798 3701 274
4537 7531 -195
8956 9445 -679
6480 665 83
4983 4471 125
5929 8094 709
7758 1691 -373
5362 618 556
125 3822 -873
5431 236 750
3601 4738 -540
456 569 -741
5402 2078 -171
3719 24 -306
7515 8929 633
1506 6815 -712
8824 4934 -372
227 7819 -232
7434 8423 232
781 6163 -988
6601 7416 556
2213 4682 -393
8855 2764 -414
1727 8099 -202
5985 2244 -797
885 2270 220
4396 9296 293
63 3259 -752
8313 1988 388
9530 5706 76
7701 1117 -794
7225 5915 -991
1810 3578 358
3230 3251 -68
6489 6094 205
181 1068 837
1022 6017 -117
192 1277 654
940 141 669
8170 7242 594
9442 7730 893
605 1156 339
5629 2095 -168
728 2395 -977
4048 5344 -69
8884 1631 -199
660 2376 -381
3497 2352 -743
7703 349 -542
2218 9281 50
2605 327 421
7148 5722 651
8730 1675 -378
3300 1279 -795
2338 1268 -929
766 9476 328
8609 7269 825
8979 1784 929
5264 4209 408
1547 2194 -819
4498 1894 328
660 3206 983
5682 1981 107
1947 7780 -709
5295 8097 237
9370 7443 206
8217 2716 -671
4306 895 -8
8483 5299 -152
9509 9542 -307
6479 6411 -547
8554 4702 406
8043 8808 843
2802 6854 618
7885 7579 -89
8898 7547 998
8441 2409 71
3601 1525 296
7633 7970 370
4680 3637 171
3947 1170 -660
3546 300 349
4229 8474 828
8612 9074 49
3191 3926 747
5626 5564 519
8384 585 -522
3698 7099 973
8617 518 -646
6945 7559 458
6929 6124 -478
363 3261 -868
3976 7337 -818
4861 8931 -946
2598 6458 -971
3051 428 -298
5184 8573 -232
1200 2187 -24
3539 949 -820
3804 6978 758
7193 7526 164
2516 2702 962
7872 1201 -723
7497 9040 -680
1850 5683 -195
4864 1974 737
7317 6813 -19
5842 4004 -14
3206 355 391
60 1935 326
3930 3641 -350
4707 3948 -163
3796 1952 -508
740 542 -264
3337 8483 276
3242 2867 307
5155 7436 -618
2600 5978 -117
6686 1196 -38
373 5229 -173
4092 8475 -887
5773 1716 302
8241 3759 498
2012 4172 944
1765 1817 561
3754 9519 921
5819 3404 528
7733 927 457
1273 7656 -791
8262 9053 -306
5397 2120 -927
6336 9 -877
8761 7105 587
5701 8280 447
6721 4461 666
4093 1409 -704
5410 4514 47
2406 5123 -778
2693 924 -199
8314 1299 -235
3730 8742 -497
3772 9060 979
8460 8487 -8
6808 5426 -127
4758 5022 109
8291 2124 912
1448 9174 902
9020 2491 -244
8671 4242 -208
3134 238 -279
796 7855 738
7740 6414 118
8885 8534 -770
4668 2843 -749
8795 2054 -301
5210 6709 806
1919 3388 -756
6735 3200 -82
2213 5086 -722
19 5582 -765
5876 204 -779
6852 6211 -490
3933 5205 -809
9526 2452 -891
2614 546 552
4806 5765 586
225 3910 -978
5349 6038 -423
10 2443 -741
6794 672 54
3813 1178 -483
4714 1389 -302
8483 5324 -167
1604 343 -469
4154 5045 578
7024 8628 661
4831 4088 257
8658 8321 378
2939 649 621
571 772 -154
7201 962 -580
3667 1419 243
956 2209 509
2172 5915 -727
5510 6872 395
6809 9317 925
3303 3614 -595
5093 1022 17
2124 8976 204
21 853 -92
3713 3870 -763
2058 2988 610
756 374 784
4281 2879 -584
1583 2138 -669
2900 2410 312
8734 3574 249
6984 4767 863
811 6813 240
2568 546 -59
1879 4042 -980
3880 227 -244
4391 1693 860
1274 9411 -979
6123 710 287
9263 3524 180
1785 3488 287
8357 4193 889
3357 7534 666
8391 6164 158
7967 6576 681
9547 1403 597
9115 2940 -816
8428 1054 -326
6733 6026 125
6811 357 -188
2703 7887 839
9376 6433 -446
2689 2957 -374
9524 4335 446
1411 3458 546
9043 427 -114
493 2096 -848
8816 8317 -760
1530 4358 581
4165 5084 -875
4407 7770 -650
7914 8720 -672
6581 3904 -852
8164 5219 -329
8049 2395 359
5498 7140 -217
7550 6483 -582
6838 8366 949
9070 252 116
8455 1976 -127
6802 7731 184
7796 6721 584
8108 7935 74
7035 5603 228
5215 2807 -223
4208 9413 -576
1171 5386 -615
6795 1951 94
219 2085 -27
1267 2029 -185
6053 9336 -238
3534 7200 -391
5175 312 -215
5615 2095 491
4050 5936 42
965 3765 589
5617 7477 901
5932 1363 -410
17 5539 -277
2525 7186 -118
6275 8427 257
5894 8884 -757
8322 6867 390
2669 9344 480
447 4855 -315
7654 7060 -93
5578 589 -171
1279 4766 830
5532 3681 39
8296 6199 278
7888 7670 705
9420 2820 852
5356 2445 618
3928 1063 -405
103 7175 -77
8759 7135 858
8690 8398 -605
1443 3106 -184
1480 9007 616
5280 6878 504
386 7655 -717
5183 9161 402
8150 7185 -727
7397 1173 615
9119 6534 -49
3205 7313 369
2197 4651 -293
7341 5974 150
6499 2502 885
5577 5119 -253
6894 4960 346
777 5198 -619
1661 6477 535
6015 8087 -687
6915 4924 410
6286 8130 -134
95 8450 842
2261 9386 -687
1133 2502 -237
8867 2782 748
3798 3854 228
8689 8772 15
1915 844 928
6568 3256 -824
6409 1899 816
2377 3158 392
4712 476 -390
49 2251 -293
9290 4947 751
7646 8022 -991
3883 9060 588
3607 4553 -938
7387 1755 -64
6444 782 281
8323 5863 686
588 7605 545
5336 9426 -908
8747 3934 -281
1110 41 -828
8130 5379 888
8349 4451 -919
5575 2299 544
3809 3002 -686
5561 2742 -481
2880 9425 527
4368 8100 862
3722 5873 -610
2120 718 611
1558 5501 964
2841 7405 675
2686 4212 761
5192 3580 -790
751 8596 287
3128 8546 -779
4011 5661 -643
94 3499 770
7293 8601 202
4870 1404 -288
84 4489 418
9259 1666 -673
8470 5819 -810
5969 6496 611
9058 3940 -712
5555 7622 -199
5058 996 -641
7038 9143 -800
4333 3915 796
8147 7215 688
6697 6746 -757
5833 6731 648
8789 1823 -806
2809 1378 -23
2783 7532 -104
1347 7277 -712
4643 7259 88
4427 6774 291
4962 8791 109
3592 756 163
2208 8533 480
304 4204 -480
5521 4524 375
933 9096 -861
8590 7509 -428
2653 8105 -20
222 2603 -295
7278 9375 257
3948 3687 682
1327 6820 -441
1891 4561 732
9389 7741 91
7614 5273 -313
8064 805 382
3836 5347 673
1085 2704 -570
4349 2619 533
4488 4720 -293
1362 6047 78
876 2905 -583
8817 3719 -647
5968 2758 515
2313 5296 266
7259 9461 -422
8237 6892 697
7278 1798 107
1215 5225 694
6064 353 452
9505 1392 230
3480 5003 588
8208 5791 251
881 6957 86
5352 131 -897
5004 6444 558
4989 8012 -571
8116 7575 835
1373 8072 840
7819 9510 -173
1317 746 344
1844 977 -445
3662 3275 -716
7912 1785 -757
6281 6556 -281
7614 8593 994
4591 9205 892
2563 5887 199
357 8705 609
8377 2 -65
2304 8399 136
1829 3779 -142
2948 2253 -482
8866 6983 715
1306 2003 -696
6627 6265 -227
7248 6353 -233
2571 7712 99
3462 3672 -995
2129 1372 821
3117 8272 815
8898 3830 216
4346 1908 1000
7055 8510 12
6369 812 -88
49 3007 516
3144 2355 910
43 9266 898
6731 3149 -456
4576 3187 332
3011 5472 -39
5999 2218 -181
2546 5111 -780
8487 9109 -915
12 7197 -959
9076 4532 -633
8736 1345 478
2828 2108 -573
7982 5820 631
5478 3768 17
1115 7370 746
8442 2253 -607
2230 7424 -870
7877 1441 -763
3334 9464 703
1748 8486 -249
6868 4607 -834
2624 4688 448
8046 5301 -77
8474 2279 -735
9016 5152 120
865 8460 -205
3826 6424 -58
856 437 -740
2319 1772 787
7020 4017 408
5364 6676 -509
3041 8195 -783
2103 3287 -562
1033 7544 -860
6631 9073 964
3497 5741 -253
8947 4275 -700
5153 5873 -410
5529 3479 -329
6878 826 -581
49 5154 576
7325 1070 -803
6278 2226 684
860 8002 -690
2776 5952 753
4424 7616 874
7027 5159 -662
8910 2846 -739
6864 2993 -86
9503 2580 524
7370 6904 -654
7650 1228 -187
2007 6393 -575
6288 309 -517
1092 5897 153
6235 7307 -803
6877 6175 553
8665 3184 -139
1944 6460 -673
6694 7095 800
8753 5448 145
8152 4765 440
1560 349 -825
3203 7896 -760
9068 1450 -350
3915 8463 955
2217 7496 273
6082 3022 -218
2426 1006 -775
8072 2806 304
1670 7636 -361
9513 6936 -606
6063 421 -888
6444 5303 60
663 355 232
4015 9289 -726
9002 904 101
3139 2617 -198
8110 2279 -44
2213 5692 852
6388 4862 358
5594 3742 26
1645 4190 0
1830 6348 -122
8853 4120 831
7787 610 -850
671 1116 800
8023 4034 227
1405 8151 968
2635 1038 -361
3960 8542 82
9021 9119 -78
3497 2282 76
7463 2308 -934
3208 4162 -92
8329 6491 -732
552 377 754
645 8122 701
6588 3863 -525
1248 7855 -513
6801 5643 351
1655 6962 -341
7967 9399 -517
6971 278 -280
9313 1698 716
8719 5570 -899
4739 9316 -250
4226 900 -832
7061 5149 106
430 5575 -496
2293 8880 358
2822 1116 848
8871 4571 169
6496 1770 -16
8178 7934 759
1482 9464 -453
5879 5651 -781
5150 4468 996
4604 5183 -171
7367 8553 614
1105 2411 710
4003 602 349
7790 8757 -840
7661 62 -241
7482 6408 -295
7738 4245 533
4570 1292 -278
7288 4038 605
8549 9177 -638
1472 4600 -403
7997 7764 701
3605 4082 -214
7016 1647 166
6126 5039 663
267 5278 166
7737 9524 -786
843 2933 553
893 500 716
2460 7745 247
464 2404 -901
3750 8699 144
6805 2881 294
4812 395 849
5558 3486 738
996 8348 856
4717 1978 -124
8200 2888 -359
436 2631 410
4728 3913 -317
6886 1391 822
4024 886 -852
5743 3940 -962
79 7966 815
5899 2376 659
9330 8995 -954
5496 6326 10
6692 1950 877
168 3938 581
8362 7688 900
659 4048 -576
8000 7717 587
7301 2355 534
6419 4595 95
4602 1707 423
7962 7070 -41
4404 9440 -122
2849 1463 -542
6979 5835 595
2278 4714 -263
9128 7494 371
3577 2251 953
9239 3346 -586
8786 3600 182
8422 4871 654
7940 6773 -233
8520 4321 273
2342 8658 -193
4218 7830 886
6083 7450 -285
6194 1236 -349
5468 2601 -123
3803 3276 -638
3686 3016 -905
8603 2890 -488
8401 962 779
1961 4995 317
3839 4555 51
2089 4518 411
3265 3092 696
9526 8081 490
6020 7800 597
4546 7708 -949
2741 6203 368
777 4219 753
563 9361 824
3746 9314 -14
1474 7905 -407
5038 7395 -934
7761 9013 284
4182 3510 -78
4867 3709 -708
6491 3425 -23
3620 4541 -658
1049 5061 -171
7248 4210 856
1858 6865 19
2156 4672 447
4088 5044 -963
8240 7216 -997
5946 8420 320
4900 8228 31
191 697 -528
6257 4999 -715
7734 7504 -150
5317 5847 670
4575 4612 127
5120 7364 269
6060 2424 -454
5335 1806 197
6417 5852 985
5920 771 459
3862 6382 654
243 336 -318
8625 1531 40
565 3330 -615
9140 8753 864
1708 4176 -919
1241 6705 -543
5524 2148 968
4912 3730 351
6549 353 -628
6455 6572 394
4375 4309 -906
3628 8618 861
1518 4844 914
8042 1066 -321
7333 5942 -878
1859 4134 -941
235 6849 -714
5476 2595 -722
3363 258 603
2124 9494 -471
1749 5855 530
2573 8918 514
8194 931 333
5089 8135 -173
1332 5972 914
6238 3517 -521
5598 4517 -38
9189 4861 -362
1641 5738 -555
482 8768 -798
5262 8156 -466
9409 3823 -446
6355 6275 -484
5248 7363 670
4269 9483 -655
2209 5723 -253
7778 9103 -591
8916 7272 -87
6355 4060 -290
2724 5564 -4
7893 1899 568
6781 2925 266
4794 8079 373
5653 8166 -885
5928 1371 712
4466 9554 681
456 2373 -812
8831 9321 -651
8837 5125 386
896 3471 -170
8901 3424 433
9546 4968 -367
3480 6581 23
1245 8089 -145
4924 928 -99
17 5697 468
9428 7131 556
431 53 431
6033 2922 -718
3320 2098 320
1273 8152 -814
4421 646 -84
3190 6240 -838
8999 9013 1000
3790 6842 -477
7703 1844 80
4520 5644 95
2764 7324 804
3560 8407 64
2964 1353 387
5095 7761 -234
1516 9153 -159
6095 7179 52
461 5283 -114
1309 3083 -548
3018 4397 -137
9038 1384 766
5625 3360 -47
5871 5916 626
2068 4311 687
8777 6073 846
2309 2748 382
5756 7934 615
4594 6773 -86
1365 1608 928
8869 860 86
518 1467 970
2411 7679 -54
4708 2156 -530
8539 8944 880
4620 40 -928
8422 2979 601
5437 834 44
6586 8651 888
7998 136 722
8079 1839 330
7853 8103 -127
3837 1002 -512
8806 2407 722
1532 5447 115
8299 4781 680
6391 8345 350
1609 7018 899
4950 8159 -538
5661 4752 818
9387 487 -383
5141 8928 -60
7659 7034 965
5246 509 -404
8092 6211 984
6474 391 -513
6894 6569 -961
9288 3714 651
3899 6211 -778
9127 9004 80
7566 1826 812
6124 4807 27
9295 7977 755
8616 3885 496
9545 8240 -200
1222 2196 924
1891 7869 272
8839 4225 -408
8076 1825 -934
419 3589 -509
7717 6954 909
8985 4711 707
1937 3447 -260
3964 9443 -224
5609 4836 -598
6877 5888 231
3690 9045 832
9259 7183 325
8871 6808 563
4566 1849 808
547 2957 -919
6350 2519 117
3576 4611 863
1894 1032 293
1192 9136 870
7943 5175 -338
3156 8794 62
5824 7771 -184
5117 3732 606
8616 98 721
1654 6588 -453
811 925 390
5941 4608 425
1386 9089 -446
3996 6762 -112
6130 5783 -174
5763 3142 -183
8937 8225 -804
9531 7478 446
4521 3682 -856
1737 3922 -492
2111 6002 -924
8537 4715 861
8735 4650 630
2036 5085 -665
4296 5546 596
5944 8695 278
9346 6936 -322
6349 8705 -316
7537 2992 831
4897 7564 -964
990 767 129
3256 3609 55
9308 1085 -20
3896 2533 -233
8810 8484 976
8323 8220 -76
3269 9229 -668
9340 3703 -93
4102 1528 -243
8961 8965 442
7395 3534 -901
2058 6005 468
9235 2470 604
7551 7587 829
5245 2011 -834
6559 3946 311
9219 2570 -48
3654 3600 -926
6393 3136 -822
8189 6660 174
4670 8114 -220
5403 2653 -384
968 6963 -358
1940 5277 980
2993 8131 -994
8055 8319 -961
5320 6461 -844
7378 3427 -990
9137 2636 94
5918 4209 573
4204 1932 -967
5034 5873 -350
8104 1405 -354
2348 7116 297
4037 4152 375
2724 5690 -727
7283 3157 169
1235 5279 -619
4548 5882 -390
8483 8972 146
767 2744 338
9526 7992 -185
4016 6753 -29
6499 8529 670
3066 2249 -458
9445 3349 -324
5382 352 434
14 7561 297
9212 4928 785
6599 3259 404
8769 5264 -430
213 4603 -727
681 6403 920
4985 410 -583
2434 9049 706
4962 4390 -411
8482 1968 -38
3461 887 -836
5210 2030 -680
5734 8719 -917
2449 6877 -544
8855 8814 831
4192 8215 -685
6186 494 284
236 930 932
683 3079 -522
9402 8851 186
4054 1712 -621
7699 7114 -127
6102 3262 -436
1728 4288 430
8829 9535 256
1629 135 435
8210 1070 566
5060 7221 -953
7276 7 -844
9223 8146 -623
1763 5063 -805
5016 5210 444
8242 1015 -357
8842 4491 551
5517 6052 -45
4589 3780 -211
5794 3147 589
633 8658 305
6742 7334 948
5773 2764 -320
3800 6486 941
858 6312 496
5390 8914 795
7676 8432 -51
5811 6614 -819
8501 573 -310
7211 4753 -602
3326 1229 777
3596 6759 -782
668 5570 96
1265 4282 -96
7617 8101 620
1219 848 902
544 1124 -14
2959 8882 579
4407 6325 688
4024 9550 453
159 4164 687
1165 9175 618
7759 8335 -249
9268 2090 734
5097 3844 -297
1693 619 471
7626 5283 778
2078 2746 508
9240 9133 297
9101 75 303
3380 5527 -223
5089 6431 -775
807 8665 -237
1745 7219 434
1181 5426 -758
1446 4286 803
6812 3036 -438
4103 550 371
5998 7584 619
5306 6344 473
9096 434 336
5855 6077 74
7170 6028 -760
4503 1251 -459
9259 5200 78
8400 4855 308
9441 1091 -122
3375 2217 -800
4736 673 311
5431 6182 209
7297 3922 -625
2022 1713 -817
3456 3344 -426
8478 2759 -677
5160 9457 -428
7906 7140 -489
8729 4624 822
9157 7824 -35
4602 3307 290
2050 3651 582
5888 5003 -860
1481 2713 925
7950 9259 -195
5121 7063 -456
7884 6757 22
7771 4959 326
8367 7037 10
234 5255 -675
6062 3169 667
1705 1305 -839
4590 1128 -996
9501 5585 849
8214 9067 -703
4034 3989 -667
543 5736 -1000
2501 9479 628
917 2346 133
7079 8340 903
7135 5343 -149
2631 1775 -31
4826 7212 644
7418 291 577
6179 7740 127
8717 1221 -465
6849 7081 -459
605 2594 -505
6757 6747 146
2046 4637 963
7980 5884 -220
106 3996 -352
8181 6177 288
562 4318 -459
5305 5332 610
5174 4858 -175
895 9301 -388
8869 2081 -369
3147 2555 247
1682 2397 -305
9076 4448 -335
9256 1938 -829
9256 8153 104
2699 7497 976
5755 7837 -369
395 5783 430
5338 3202 721
1999 9300 -267
5857 9247 15
1479 8784 390
6104 5073 374
6376 3039 403
4393 1959 500
770 9320 656
6092 1195 -421
6856 8789 353
797 6372 -758
351 7276 -572
74 1234 -692
8385 532 611
4628 3795 -875
5796 8511 -494
1085 9354 -906
8162 1087 -829
8961 2928 -464
2393 7069 -187
2101 6016 -842
1183 3453 -494
7262 6007 743
4474 3460 560
5494 2669 -656
7439 276 569
8282 1698 -349
4340 4743 91
4037 8833 -539
7906 2590 186
7278 2227 769
8512 710 37
346 7976 -206
5683 9049 -678
3037 9072 154
7856 3780 -768
902 7203 -547
5552 7352 -72
1444 5990 431
2376 6420 832
944 4178 962
9049 9424 -955
2402 4271 24
9384 4801 -938
8307 8698 -744
1097 2709 -133
205 7006 469
5032 499 641
7675 7474 922
4563 6826 573
5798 2086 -782
2204 4317 598
6341 5289 -654
4028 1152 991
7774 7097 -229
9378 2144 -965
5198 5777 -96
7935 2807 -952
1973 2836 818
9318 755 -972
684 2889 781
1660 7246 667
6910 5718 949
7422 2164 904
8491 3419 -671
4745 1854 146
9075 2255 686
1361 146 352
1629 3424 -235
4417 2821 287
6374 3955 991
5846 7264 835
5473 9004 999
3582 396 -975
8729 882 -149
3272 7523 859
1139 5600 737
8462 6470 -301
1276 4115 -981
2713 3423 -877
1079 1450 945
4643 3795 -497
7327 5108 -921
3293 5520 865
5682 934 600
1087 1610 -925
1356 8537 -839
2577 6997 660
5549 2500 -892
2340 2056 790
2215 7142 289
2847 2849 -892
891 2402 -202
5957 8369 -785
5761 7040 -544
2854 6519 651
330 2782 729
284 6424 -508
5932 7247 270
875 4022 -387
8463 676 655
3401 4584 -121
7388 9265 -471
5627 1731 568
7936 7582 746
2379 9109 427
1076 1536 -666
2734 955 -860
8198 7953 288
7549 4525 825
4162 3722 271
7137 7832 -426
4140 8985 177
567 2747 916
3370 1745 -750
5989 9054 -989
80 1832 383
2654 6000 -435
2410 3839 -813
2610 8599 383
17 8597 1000
4380 6050 760
2846 234 -308
7417 802 173
611 1789 -647
8257 4778 -260
8482 7302 461
3581 2697 957
789 3079 -624
610 6685 -26
9113 4589 -835
3568 2624 -656
3866 64 -389
2512 9376 322
5980 5901 305
4380 1526 -270
2641 5190 -125
5894 6115 68
9521 1937 -943
5824 2108 92
7052 2982 447
7734 1268 -755
6770 1330 -290
4122 1521 -276
3702 1742 -357
3360 4467 -440
6869 3175 150
9464 7168 -742
7636 7891 -662
3554 9000 559
5428 7637 -47
3857 73 -788
9245 6493 435
1362 428 82
3062 2771 -904
6585 5783 541
5013 3197 993
8933 6048 -542
2596 2061 744
7772 7048 697
8575 1762 242
9234 441 492
1509 3843 -725
6434 5911 -290
9097 1014 -432
6172 9265 695
1716 9052 489
7283 6680 995
5550 1997 -484
1970 6098 -937
2418 927 -492
8721 1539 -420
6768 1886 652
6335 9358 -730
4259 793 133
8268 1126 748
6333 8619 984
5368 4410 -112
9105 9463 -727
4869 1182 -303
3874 3236 -251
1418 5049 -271
