{Acanthis_boschas, Alpes_pardus} {Ameiva_flavolineata, Nucifraga_atthis}
{Ameiva_flavolineata, Numenius_cristatella} {Leiocephalus_himalayensis, Rangifer_coelestis}
{Alpes_pardus, Cyclemys_alba} {Nucifraga_atthis, Numenius_cristatella}
{Acanthis_boschas, Numenius_cristatella} {Alpes_pardus, Camptoloma_indicus}
{Agama_ceterus, Rhynchaspis_nyroca} {Caiman_schreibersi, Cyclemys_alba}
{Numenius_cristatella, Philacte_quinquetaeniata} {Rhynchaspis_nyroca, Riparia_vipio}
{Camptoloma_indicus, Cardiocranius_microlepis} {Nucifraga_atthis, Siniperca_galericulata}
{Agama_ceterus, Rhynchaspis_nyroca} {Alpes_pardus, Siniperca_galericulata}
{Acanthis_boschas, Camptoloma_indicus} {Ameiva_flavolineata, Numenius_cristatella}
{Cardiocranius_microlepis, Rangifer_coelestis} {Numenius_cristatella, Siniperca_galericulata}
{Alpes_pardus, Riparia_vipio} {Caiman_schreibersi, Nucifraga_atthis}
{Ameiva_flavolineata, Siniperca_galericulata} {Cyclemys_alba, Leiocephalus_himalayensis}
{Caiman_schreibersi, Cyclemys_alba} {Rhynchaspis_nyroca, Riparia_vipio}
{Alpes_pardus, Cardiocranius_microlepis} {Ameiva_flavolineata, Siniperca_galericulata}
{Acanthis_boschas, Alpes_pardus} {Nucifraga_atthis, Numenius_cristatella}
{Alpes_pardus, Philacte_quinquetaeniata} {Ameiva_flavolineata, Caiman_schreibersi}
{Alpes_pardus, Cyclemys_alba} {Rhynchaspis_nyroca, Riparia_vipio}
{Acanthis_boschas, Cyclemys_alba} {Caiman_schreibersi, Numenius_cristatella}
{Caiman_schreibersi, Numenius_cristatella} {Cardiocranius_microlepis, Rhynchaspis_nyroca}
{Acanthis_boschas, Camptoloma_indicus} {Rhynchaspis_nyroca, Siniperca_galericulata}
{Caiman_schreibersi, Siniperca_galericulata} {Camptoloma_indicus, Riparia_vipio}
{Acanthis_boschas, Leiocephalus_himalayensis} {Caiman_schreibersi, Siniperca_galericulata}
{Ameiva_flavolineata, Numenius_cristatella} {Rhynchaspis_nyroca, Riparia_vipio}
{Acanthis_boschas, Agama_ceterus} {Nucifraga_atthis, Siniperca_galericulata}
{Agama_ceterus, Camptoloma_indicus} {Nucifraga_atthis, Siniperca_galericulata}
{Ameiva_flavolineata, Caiman_schreibersi} {Camptoloma_indicus, Leiocephalus_himalayensis}
{Ameiva_flavolineata, Caiman_schreibersi} {Camptoloma_indicus, Rhynchaspis_nyroca}
{Alpes_pardus, Cyclemys_alba} {Nucifraga_atthis, Siniperca_galericulata}
{Acanthis_boschas, Cyclemys_alba} {Ameiva_flavolineata, Siniperca_galericulata}
{Cyclemys_alba, Rangifer_coelestis} {Nucifraga_atthis, Numenius_cristatella}
{Alpes_pardus, Leiocephalus_himalayensis} {Ameiva_flavolineata, Caiman_schreibersi}
{Ameiva_flavolineata, Caiman_schreibersi} {Cyclemys_alba, Riparia_vipio}
{Ameiva_flavolineata, Nucifraga_atthis} {Camptoloma_indicus, Philacte_quinquetaeniata}
{Caiman_schreibersi, Siniperca_galericulata} {Cyclemys_alba, Rangifer_coelestis}
{Acanthis_boschas, Agama_ceterus} {Caiman_schreibersi, Siniperca_galericulata}
{Agama_ceterus, Camptoloma_indicus} {Ameiva_flavolineata, Siniperca_galericulata}
{Camptoloma_indicus, Cyclemys_alba} {Numenius_cristatella, Siniperca_galericulata}
{Caiman_schreibersi, Siniperca_galericulata} {Camptoloma_indicus, Rhynchaspis_nyroca}
{Caiman_schreibersi, Nucifraga_atthis} {Cardiocranius_microlepis, Rhynchaspis_nyroca}
{Alpes_pardus, Cyclemys_alba} {Caiman_schreibersi, Siniperca_galericulata}
{Agama_ceterus, Cardiocranius_microlepis} {Caiman_schreibersi, Nucifraga_atthis}
{Alpes_pardus, Leiocephalus_himalayensis} {Caiman_schreibersi, Nucifraga_atthis}
{Caiman_schreibersi, Siniperca_galericulata} {Cardiocranius_microlepis, Philacte_quinquetaeniata}
{Ameiva_flavolineata, Numenius_cristatella} {Camptoloma_indicus, Philacte_quinquetaeniata}
{Alpes_pardus, Camptoloma_indicus} {Ameiva_flavolineata, Numenius_cristatella}
{Caiman_schreibersi, Siniperca_galericulata} {Philacte_quinquetaeniata, Rangifer_coelestis}
{Numenius_cristatella, Siniperca_galericulata} {Philacte_quinquetaeniata, Rhynchaspis_nyroca}
{Camptoloma_indicus, Leiocephalus_himalayensis} {Numenius_cristatella, Siniperca_galericulata}
{Acanthis_boschas, Alpes_pardus} {Ameiva_flavolineata, Caiman_schreibersi}
{Agama_ceterus, Leiocephalus_himalayensis} {Caiman_schreibersi, Nucifraga_atthis}
{Nucifraga_atthis, Philacte_quinquetaeniata} {Rhynchaspis_nyroca, Riparia_vipio}
{Agama_ceterus, Rhynchaspis_nyroca} {Ameiva_flavolineata, Siniperca_galericulata}
{Agama_ceterus, Rhynchaspis_nyroca} {Camptoloma_indicus, Numenius_cristatella}
{Alpes_pardus, Rangifer_coelestis} {Numenius_cristatella, Siniperca_galericulata}
{Ameiva_flavolineata, Siniperca_galericulata} {Cyclemys_alba, Riparia_vipio}
{Agama_ceterus, Rhynchaspis_nyroca} {Alpes_pardus, Caiman_schreibersi}
{Ameiva_flavolineata, Nucifraga_atthis} {Camptoloma_indicus, Rangifer_coelestis}
{Alpes_pardus, Rangifer_coelestis} {Caiman_schreibersi, Nucifraga_atthis}
{Caiman_schreibersi, Siniperca_galericulata} {Rangifer_coelestis, Rhynchaspis_nyroca}
{Alpes_pardus, Cardiocranius_microlepis} {Rhynchaspis_nyroca, Riparia_vipio}
{Caiman_schreibersi, Nucifraga_atthis} {Camptoloma_indicus, Rangifer_coelestis}
{Caiman_schreibersi, Numenius_cristatella} {Cardiocranius_microlepis, Rangifer_coelestis}
{Alpes_pardus, Rhynchaspis_nyroca} {Nucifraga_atthis, Siniperca_galericulata}
{Acanthis_boschas, Alpes_pardus} {Rhynchaspis_nyroca, Riparia_vipio}
{Caiman_schreibersi, Nucifraga_atthis} {Rangifer_coelestis, Riparia_vipio}
{Alpes_pardus, Rhynchaspis_nyroca} {Numenius_cristatella, Siniperca_galericulata}
{Caiman_schreibersi, Nucifraga_atthis} {Leiocephalus_himalayensis, Philacte_quinquetaeniata}
{Nucifraga_atthis, Numenius_cristatella} {Rangifer_coelestis, Riparia_vipio}
{Agama_ceterus, Rangifer_coelestis} {Numenius_cristatella, Siniperca_galericulata}
{Alpes_pardus, Siniperca_galericulata} {Leiocephalus_himalayensis, Rangifer_coelestis}
{Acanthis_boschas, Camptoloma_indicus} {Caiman_schreibersi, Nucifraga_atthis}
{Alpes_pardus, Cardiocranius_microlepis} {Caiman_schreibersi, Siniperca_galericulata}
{Acanthis_boschas, Philacte_quinquetaeniata} {Numenius_cristatella, Rhynchaspis_nyroca}
{Caiman_schreibersi, Nucifraga_atthis} {Camptoloma_indicus, Cyclemys_alba}
{Agama_ceterus, Rhynchaspis_nyroca} {Camptoloma_indicus, Philacte_quinquetaeniata}
{Camptoloma_indicus, Philacte_quinquetaeniata} {Rhynchaspis_nyroca, Riparia_vipio}
{Acanthis_boschas, Leiocephalus_himalayensis} {Ameiva_flavolineata, Siniperca_galericulata}
{Ameiva_flavolineata, Siniperca_galericulata} {Philacte_quinquetaeniata, Rangifer_coelestis}
{Ameiva_flavolineata, Numenius_cristatella} {Leiocephalus_himalayensis, Rhynchaspis_nyroca}
{Caiman_schreibersi, Numenius_cristatella} {Cyclemys_alba, Rangifer_coelestis}
{Ameiva_flavolineata, Numenius_cristatella} {Rangifer_coelestis, Riparia_vipio}
{Alpes_pardus, Ameiva_flavolineata} {Rhynchaspis_nyroca, Riparia_vipio}
{Ameiva_flavolineata, Philacte_quinquetaeniata} {Rhynchaspis_nyroca, Riparia_vipio}
{Ameiva_flavolineata, Numenius_cristatella} {Philacte_quinquetaeniata, Rhynchaspis_nyroca}
{Camptoloma_indicus, Riparia_vipio} {Numenius_cristatella, Siniperca_galericulata}
{Cyclemys_alba, Leiocephalus_himalayensis} {Rhynchaspis_nyroca, Riparia_vipio}
{Ameiva_flavolineata, Nucifraga_atthis} {Cardiocranius_microlepis, Rangifer_coelestis}
{Acanthis_boschas, Agama_ceterus} {Ameiva_flavolineata, Siniperca_galericulata}
{Agama_ceterus, Camptoloma_indicus} {Caiman_schreibersi, Siniperca_galericulata}
{Camptoloma_indicus, Rangifer_coelestis} {Nucifraga_atthis, Numenius_cristatella}
{Nucifraga_atthis, Siniperca_galericulata} {Rangifer_coelestis, Riparia_vipio}
{Caiman_schreibersi, Siniperca_galericulata} {Leiocephalus_himalayensis, Philacte_quinquetaeniata}
{Agama_ceterus, Philacte_quinquetaeniata} {Ameiva_flavolineata, Nucifraga_atthis}
{Acanthis_boschas, Camptoloma_indicus} {Nucifraga_atthis, Rhynchaspis_nyroca}
{Camptoloma_indicus, Philacte_quinquetaeniata} {Nucifraga_atthis, Siniperca_galericulata}
{Agama_ceterus, Cardiocranius_microlepis} {Ameiva_flavolineata, Siniperca_galericulata}
{Acanthis_boschas, Agama_ceterus} {Caiman_schreibersi, Numenius_cristatella}
{Cyclemys_alba, Siniperca_galericulata} {Leiocephalus_himalayensis, Rangifer_coelestis}
{Cardiocranius_microlepis, Rhynchaspis_nyroca} {Nucifraga_atthis, Numenius_cristatella}
{Camptoloma_indicus, Leiocephalus_himalayensis} {Numenius_cristatella, Rhynchaspis_nyroca}
{Camptoloma_indicus, Philacte_quinquetaeniata} {Numenius_cristatella, Siniperca_galericulata}
{Acanthis_boschas, Cardiocranius_microlepis} {Alpes_pardus, Camptoloma_indicus}
{Agama_ceterus, Cardiocranius_microlepis} {Caiman_schreibersi, Numenius_cristatella}
{Acanthis_boschas, Camptoloma_indicus} {Caiman_schreibersi, Siniperca_galericulata}
{Agama_ceterus, Riparia_vipio} {Ameiva_flavolineata, Nucifraga_atthis}
{Agama_ceterus, Cyclemys_alba} {Numenius_cristatella, Siniperca_galericulata}
{Agama_ceterus, Rhynchaspis_nyroca} {Caiman_schreibersi, Camptoloma_indicus}
{Ameiva_flavolineata, Nucifraga_atthis} {Cardiocranius_microlepis, Riparia_vipio}
{Acanthis_boschas, Leiocephalus_himalayensis} {Caiman_schreibersi, Nucifraga_atthis}
{Caiman_schreibersi, Siniperca_galericulata} {Cyclemys_alba, Philacte_quinquetaeniata}
{Leiocephalus_himalayensis, Riparia_vipio} {Nucifraga_atthis, Siniperca_galericulata}
{Alpes_pardus, Rhynchaspis_nyroca} {Ameiva_flavolineata, Caiman_schreibersi}
{Ameiva_flavolineata, Camptoloma_indicus} {Rhynchaspis_nyroca, Riparia_vipio}
{Alpes_pardus, Camptoloma_indicus} {Caiman_schreibersi, Cardiocranius_microlepis}
{Agama_ceterus, Camptoloma_indicus} {Ameiva_flavolineata, Nucifraga_atthis}
{Acanthis_boschas, Cyclemys_alba} {Ameiva_flavolineata, Caiman_schreibersi}
{Acanthis_boschas, Leiocephalus_himalayensis} {Ameiva_flavolineata, Caiman_schreibersi}
{Acanthis_boschas, Cyclemys_alba} {Ameiva_flavolineata, Nucifraga_atthis}
{Caiman_schreibersi, Numenius_cristatella} {Rhynchaspis_nyroca, Riparia_vipio}
{Alpes_pardus, Riparia_vipio} {Nucifraga_atthis, Siniperca_galericulata}
{Ameiva_flavolineata, Siniperca_galericulata} {Camptoloma_indicus, Cardiocranius_microlepis}
{Acanthis_boschas, Rhynchaspis_nyroca} {Caiman_schreibersi, Nucifraga_atthis}
{Acanthis_boschas, Rhynchaspis_nyroca} {Ameiva_flavolineata, Nucifraga_atthis}
{Ameiva_flavolineata, Numenius_cristatella} {Camptoloma_indicus, Riparia_vipio}
{Ameiva_flavolineata, Rangifer_coelestis} {Rhynchaspis_nyroca, Riparia_vipio}
{Caiman_schreibersi, Nucifraga_atthis} {Cardiocranius_microlepis, Philacte_quinquetaeniata}
{Ameiva_flavolineata, Nucifraga_atthis} {Cyclemys_alba, Riparia_vipio}
{Ameiva_flavolineata, Nucifraga_atthis} {Cardiocranius_microlepis, Leiocephalus_himalayensis}
{Acanthis_boschas, Rhynchaspis_nyroca} {Ameiva_flavolineata, Caiman_schreibersi}
{Agama_ceterus, Philacte_quinquetaeniata} {Caiman_schreibersi, Numenius_cristatella}
{Acanthis_boschas, Nucifraga_atthis} {Rhynchaspis_nyroca, Riparia_vipio}
{Agama_ceterus, Cardiocranius_microlepis} {Rhynchaspis_nyroca, Riparia_vipio}
{Caiman_schreibersi, Siniperca_galericulata} {Cyclemys_alba, Leiocephalus_himalayensis}
{Ameiva_flavolineata, Numenius_cristatella} {Cardiocranius_microlepis, Riparia_vipio}
{Ameiva_flavolineata, Caiman_schreibersi} {Cardiocranius_microlepis, Rhynchaspis_nyroca}
{Ameiva_flavolineata, Numenius_cristatella} {Cyclemys_alba, Rangifer_coelestis}
{Ameiva_flavolineata, Numenius_cristatella} {Camptoloma_indicus, Rhynchaspis_nyroca}
{Caiman_schreibersi, Numenius_cristatella} {Cardiocranius_microlepis, Riparia_vipio}
{Ameiva_flavolineata, Numenius_cristatella} {Camptoloma_indicus, Cyclemys_alba}
{Acanthis_boschas, Alpes_pardus} {Caiman_schreibersi, Numenius_cristatella}
{Ameiva_flavolineata, Leiocephalus_himalayensis} {Rhynchaspis_nyroca, Riparia_vipio}
{Agama_ceterus, Philacte_quinquetaeniata} {Ameiva_flavolineata, Siniperca_galericulata}
{Alpes_pardus, Camptoloma_indicus} {Caiman_schreibersi, Leiocephalus_himalayensis}
{Alpes_pardus, Siniperca_galericulata} {Rhynchaspis_nyroca, Riparia_vipio}
{Ameiva_flavolineata, Numenius_cristatella} {Philacte_quinquetaeniata, Rangifer_coelestis}
{Caiman_schreibersi, Siniperca_galericulata} {Camptoloma_indicus, Rangifer_coelestis}
{Caiman_schreibersi, Numenius_cristatella} {Camptoloma_indicus, Cardiocranius_microlepis}
{Agama_ceterus, Riparia_vipio} {Caiman_schreibersi, Numenius_cristatella}
{Agama_ceterus, Cardiocranius_microlepis} {Caiman_schreibersi, Siniperca_galericulata}
{Camptoloma_indicus, Leiocephalus_himalayensis} {Rhynchaspis_nyroca, Siniperca_galericulata}
{Alpes_pardus, Leiocephalus_himalayensis} {Ameiva_flavolineata, Numenius_cristatella}
{Agama_ceterus, Philacte_quinquetaeniata} {Rhynchaspis_nyroca, Riparia_vipio}
{Camptoloma_indicus, Nucifraga_atthis} {Rhynchaspis_nyroca, Riparia_vipio}
{Leiocephalus_himalayensis, Rhynchaspis_nyroca} {Nucifraga_atthis, Siniperca_galericulata}
{Ameiva_flavolineata, Nucifraga_atthis} {Philacte_quinquetaeniata, Rangifer_coelestis}
{Nucifraga_atthis, Rangifer_coelestis} {Rhynchaspis_nyroca, Riparia_vipio}
{Alpes_pardus, Philacte_quinquetaeniata} {Numenius_cristatella, Siniperca_galericulata}
{Caiman_schreibersi, Nucifraga_atthis} {Leiocephalus_himalayensis, Rhynchaspis_nyroca}
{Acanthis_boschas, Camptoloma_indicus} {Ameiva_flavolineata, Siniperca_galericulata}
{Ameiva_flavolineata, Siniperca_galericulata} {Rangifer_coelestis, Rhynchaspis_nyroca}
{Agama_ceterus, Rhynchaspis_nyroca} {Nucifraga_atthis, Numenius_cristatella}
{Ameiva_flavolineata, Nucifraga_atthis} {Leiocephalus_himalayensis, Rhynchaspis_nyroca}
{Ameiva_flavolineata, Siniperca_galericulata} {Camptoloma_indicus, Rangifer_coelestis}
{Ameiva_flavolineata, Siniperca_galericulata} {Cardiocranius_microlepis, Riparia_vipio}
{Caiman_schreibersi, Leiocephalus_himalayensis} {Rhynchaspis_nyroca, Riparia_vipio}
{Caiman_schreibersi, Nucifraga_atthis} {Cyclemys_alba, Riparia_vipio}
{Agama_ceterus, Rhynchaspis_nyroca} {Philacte_quinquetaeniata, Siniperca_galericulata}
{Agama_ceterus, Riparia_vipio} {Nucifraga_atthis, Numenius_cristatella}
{Caiman_schreibersi, Numenius_cristatella} {Cyclemys_alba, Rhynchaspis_nyroca}
{Caiman_schreibersi, Nucifraga_atthis} {Cyclemys_alba, Rangifer_coelestis}
{Leiocephalus_himalayensis, Rangifer_coelestis} {Rhynchaspis_nyroca, Siniperca_galericulata}
{Agama_ceterus, Rhynchaspis_nyroca} {Camptoloma_indicus, Cyclemys_alba}
{Agama_ceterus, Rhynchaspis_nyroca} {Alpes_pardus, Ameiva_flavolineata}
{Ameiva_flavolineata, Numenius_cristatella} {Cyclemys_alba, Riparia_vipio}
{Agama_ceterus, Rhynchaspis_nyroca} {Cyclemys_alba, Philacte_quinquetaeniata}
{Agama_ceterus, Rhynchaspis_nyroca} {Alpes_pardus, Numenius_cristatella}
{Caiman_schreibersi, Numenius_cristatella} {Camptoloma_indicus, Cyclemys_alba}
{Acanthis_boschas, Philacte_quinquetaeniata} {Cyclemys_alba, Numenius_cristatella}
{Leiocephalus_himalayensis, Philacte_quinquetaeniata} {Nucifraga_atthis, Rhynchaspis_nyroca}
{Alpes_pardus, Riparia_vipio} {Ameiva_flavolineata, Siniperca_galericulata}
{Caiman_schreibersi, Nucifraga_atthis} {Philacte_quinquetaeniata, Riparia_vipio}
{Camptoloma_indicus, Riparia_vipio} {Nucifraga_atthis, Siniperca_galericulata}
{Acanthis_boschas, Cyclemys_alba} {Rhynchaspis_nyroca, Riparia_vipio}
{Agama_ceterus, Nucifraga_atthis} {Rhynchaspis_nyroca, Riparia_vipio}
{Agama_ceterus, Rhynchaspis_nyroca} {Camptoloma_indicus, Siniperca_galericulata}
{Acanthis_boschas, Cardiocranius_microlepis} {Rhynchaspis_nyroca, Riparia_vipio}
{Caiman_schreibersi, Siniperca_galericulata} {Leiocephalus_himalayensis, Rhynchaspis_nyroca}
{Agama_ceterus, Rhynchaspis_nyroca} {Ameiva_flavolineata, Nucifraga_atthis}
{Cardiocranius_microlepis, Philacte_quinquetaeniata} {Nucifraga_atthis, Siniperca_galericulata}
{Cardiocranius_microlepis, Rangifer_coelestis} {Nucifraga_atthis, Siniperca_galericulata}
{Ameiva_flavolineata, Siniperca_galericulata} {Camptoloma_indicus, Philacte_quinquetaeniata}
{Acanthis_boschas, Rhynchaspis_nyroca} {Ameiva_flavolineata, Numenius_cristatella}
{Camptoloma_indicus, Cardiocranius_microlepis} {Numenius_cristatella, Siniperca_galericulata}
{Acanthis_boschas, Agama_ceterus} {Rhynchaspis_nyroca, Riparia_vipio}
{Camptoloma_indicus, Leiocephalus_himalayensis} {Nucifraga_atthis, Rhynchaspis_nyroca}
{Cardiocranius_microlepis, Numenius_cristatella} {Rhynchaspis_nyroca, Riparia_vipio}
{Alpes_pardus, Cardiocranius_microlepis} {Caiman_schreibersi, Numenius_cristatella}
{Agama_ceterus, Riparia_vipio} {Ameiva_flavolineata, Numenius_cristatella}
{Ameiva_flavolineata, Nucifraga_atthis} {Rangifer_coelestis, Rhynchaspis_nyroca}
{Acanthis_boschas, Leiocephalus_himalayensis} {Nucifraga_atthis, Numenius_cristatella}
{Agama_ceterus, Camptoloma_indicus} {Ameiva_flavolineata, Caiman_schreibersi}
{Caiman_schreibersi, Siniperca_galericulata} {Cyclemys_alba, Rhynchaspis_nyroca}
{Ameiva_flavolineata, Caiman_schreibersi} {Leiocephalus_himalayensis, Rangifer_coelestis}
{Caiman_schreibersi, Siniperca_galericulata} {Philacte_quinquetaeniata, Riparia_vipio}
{Ameiva_flavolineata, Siniperca_galericulata} {Camptoloma_indicus, Cyclemys_alba}
{Alpes_pardus, Leiocephalus_himalayensis} {Ameiva_flavolineata, Siniperca_galericulata}
{Cyclemys_alba, Numenius_cristatella} {Rhynchaspis_nyroca, Riparia_vipio}
{Acanthis_boschas, Rangifer_coelestis} {Caiman_schreibersi, Siniperca_galericulata}
{Acanthis_boschas, Rangifer_coelestis} {Caiman_schreibersi, Nucifraga_atthis}
{Agama_ceterus, Camptoloma_indicus} {Caiman_schreibersi, Nucifraga_atthis}
{Ameiva_flavolineata, Caiman_schreibersi} {Cardiocranius_microlepis, Leiocephalus_himalayensis}
{Alpes_pardus, Cyclemys_alba} {Caiman_schreibersi, Nucifraga_atthis}
{Acanthis_boschas, Rhynchaspis_nyroca} {Numenius_cristatella, Siniperca_galericulata}
{Agama_ceterus, Camptoloma_indicus} {Caiman_schreibersi, Numenius_cristatella}
{Acanthis_boschas, Leiocephalus_himalayensis} {Ameiva_flavolineata, Nucifraga_atthis}
{Alpes_pardus, Riparia_vipio} {Numenius_cristatella, Siniperca_galericulata}
{Camptoloma_indicus, Cardiocranius_microlepis} {Nucifraga_atthis, Numenius_cristatella}
{Ameiva_flavolineata, Numenius_cristatella} {Cyclemys_alba, Philacte_quinquetaeniata}
{Nucifraga_atthis, Siniperca_galericulata} {Philacte_quinquetaeniata, Riparia_vipio}
{Caiman_schreibersi, Numenius_cristatella} {Philacte_quinquetaeniata, Riparia_vipio}
{Alpes_pardus, Riparia_vipio} {Nucifraga_atthis, Numenius_cristatella}
{Acanthis_boschas, Leiocephalus_himalayensis} {Rhynchaspis_nyroca, Siniperca_galericulata}
{Acanthis_boschas, Rhynchaspis_nyroca} {Nucifraga_atthis, Numenius_cristatella}
{Acanthis_boschas, Caiman_schreibersi} {Alpes_pardus, Camptoloma_indicus}
{Alpes_pardus, Cyclemys_alba} {Leiocephalus_himalayensis, Rangifer_coelestis}
{Cardiocranius_microlepis, Rangifer_coelestis} {Nucifraga_atthis, Numenius_cristatella}
{Ameiva_flavolineata, Numenius_cristatella} {Cardiocranius_microlepis, Leiocephalus_himalayensis}
{Camptoloma_indicus, Cyclemys_alba} {Nucifraga_atthis, Numenius_cristatella}
{Agama_ceterus, Rhynchaspis_nyroca} {Caiman_schreibersi, Numenius_cristatella}
{Ameiva_flavolineata, Siniperca_galericulata} {Leiocephalus_himalayensis, Rangifer_coelestis}
{Acanthis_boschas, Leiocephalus_himalayensis} {Numenius_cristatella, Siniperca_galericulata}
{Acanthis_boschas, Cardiocranius_microlepis} {Ameiva_flavolineata, Numenius_cristatella}
{Ameiva_flavolineata, Caiman_schreibersi} {Cardiocranius_microlepis, Philacte_quinquetaeniata}
{Agama_ceterus, Rhynchaspis_nyroca} {Alpes_pardus, Cyclemys_alba}
{Numenius_cristatella, Siniperca_galericulata} {Rangifer_coelestis, Rhynchaspis_nyroca}
{Cyclemys_alba, Rangifer_coelestis} {Nucifraga_atthis, Siniperca_galericulata}
{Caiman_schreibersi, Siniperca_galericulata} {Cardiocranius_microlepis, Riparia_vipio}
{Agama_ceterus, Leiocephalus_himalayensis} {Rhynchaspis_nyroca, Riparia_vipio}
{Acanthis_boschas, Riparia_vipio} {Caiman_schreibersi, Numenius_cristatella}
