2337,17814
2341,540
2342,8604
2344,5424
2345,1764
2346,8148
2347,7608
2349,17862
2350,11772
2352,3174
2355,4632
2356,4260
2367,966
2372,19278
2377,11508
2395,1314
2396,14100
2397,6468
2405,7254
2412,16806
2416,9594
2430,12624
2431,16524
2437,9486
2443,4158
2447,8244
2449,4476
2452,6006
2455,330
2456,2172
2457,10638
2462,18198
2465,4194
2468,1194
2480,15312
2481,10614
2491,7200
2498,888
2500,1074
2502,1842
2507,3216
2511,1458
2518,1992
2538,1572
2540,10536
2555,4572
2561,16968
2563,8892
2567,774
2568,9888
2576,19074
2582,9216
2588,1326
2590,14292
2599,5478
2602,7524
2610,1368
2611,2478
2613,4422
2614,2448
2621,15648
2639,19842
2642,10602
2645,19818
2647,4500
2648,7758
2651,14322
2664,18276
2665,11328
2666,5760
2670,4650
2675,3810
2681,276
2683,810
2684,7242
2685,7842
2689,10998
2692,9180
2698,19548
2699,3096
2708,2586
2724,4992
2734,8826
2745,1902
2749,13638
2752,11850
2772,15018
2789,4164
2791,7110
2794,13302
2801,15534
2802,16242
2803,12228
2833,2940
2838,17856
2839,270
2844,19992
2846,6426
2850,8418
2854,17916
2867,15636
2876,10608
2906,19836
2910,5898
2912,7500
2915,12702
2916,12318
2920,414
2927,8766
2930,5772
2934,8610
2942,5088
2952,5250
2956,13494
2968,6684
2969,9072
2970,6378
2974,10368
2977,16428
2978,8724
2991,4548
2997,19098
3005,6720
3008,7446
3042,4908
3048,8970
3049,6390
3054,882
3059,4944
3061,12948
3062,4560
3064,3786
3072,14886
3074,3510
3076,462
3084,5142
3094,16896
3103,11196
3107,10128
3109,11322
3110,15630
3112,18612
3119,17466
3132,7380
3134,14136
3135,1770
3137,6060
3142,13440
3145,7770
3146,13650
3147,5586
3148,19416
3150,15858
3151,14082
3158,9834
3169,18804
3182,13866
3191,5604
3193,10020
3200,12804
3203,13200
3226,7968
3232,18966
3245,17628
3252,6240
3257,12708
3261,480
3263,13974
3273,8178
3274,11700
3279,8442
3286,6918
3308,2550
3309,300
3313,17634
3320,13500
3324,8352
3327,11640
3328,6774
3336,642
3342,10962
3346,18948
3355,16542
3368,6576
3370,5736
3384,1320
3395,1410
3401,16236
3402,12408
3413,12912
3415,9768
3422,3858
3432,7584
3436,7080
3438,4344
3442,15900
3445,6018
3450,3036
3453,1608
3471,1926
3484,14928
3486,15732
3488,12918
3494,12690
3495,2184
3497,16044
3499,3162
3509,18234
3520,5136
3521,8490
3541,14046
3545,3516
3549,7686
3570,11634
3573,16536
3583,17388
3586,6708
3589,534
3604,36
3606,11952
3616,6912
3633,4152
3635,11388
3636,13536
3653,10212
3656,15774
3657,8058
3659,1596
3660,9618
3666,12096
3670,6864
3677,3246
3682,16908
3687,16386
3689,17556
3706,10668
3716,19326
3728,15780
3729,11166
3731,15360
3738,11916
3742,4170
3744,15264
3746,17352
3756,4032
3757,5064
3758,11154
3760,5046
3763,3594
3767,114
3770,10434
3773,4584
3775,4326
3780,1176
3789,8808
3795,8010
3797,9588
3805,16422
3817,16974
3822,13590
3835,6438
3840,11430
3841,2742
3852,9126
3856,15864
3876,12174
3880,13110
3884,3414
3885,14790
3892,11202
3897,16188
3898,12786
3903,18582
3913,1866
3919,4878
3928,11646
3938,5052
3939,2166
3942,19344
3944,3930
3948,6552
3952,2364
3958,18432
3962,12678
3968,12978
3970,19890
3974,1620
3980,3762
3987,17664
3991,10302
3992,8586
3994,13620
3995,13362
3998,2010
4003,5016
4010,14298
4016,6186
4021,17280
4026,19494
4047,13050
4055,10398
4064,17058
4070,7098
4088,9858
4096,13320
4100,11808
4110,13386
4111,7854
4115,8190
4119,3828
4130,1944
4141,8994
4146,15012
4173,6570
4177,4146
4181,2106
4192,2520
4198,8598
4199,16962
4203,10950
4211,10806
4215,19440
4221,9876
4224,17658
4225,4812
4228,7074
4232,17526
4241,19638
4243,11022
4244,7746
4251,9432
4260,6642
4267,7800
4271,13062
4284,13128
4287,12156
4294,15132
4299,2286
4306,19980
4307,2670
4311,3606
4315,1296
4318,15306
4326,10062
4334,6282
4336,3906
4343,1800
4344,19908
4350,16938
4358,16470
4359,11010
4363,4266
4380,19044
4385,8574
4392,7674
4393,17766
4394,5550
4395,15084
4428,14316
4431,1782
4432,5718
4433,11124
4438,8664
4440,10380
4446,9552
4454,14454
4459,16212
4461,15408
4475,8448
4477,11562
4478,16890
4485,4494
4487,10560
4492,14916
4493,9276
4494,17202
4498,5268
4502,7530
4506,18102
4512,10986
4534,18426
4558,19698
4562,4866
4571,15702
4579,2100
4583,18762
4586,18204
4590,14688
4592,17220
4593,18186
4596,18252
4607,1650
4620,9456
4626,19398
4627,14988
4629,10878
4640,11190
4644,16710
4647,10104
4648,9702
4649,5340
4671,3804
4672,6618
4674,2250
4681,19314
4685,9078
4704,7638
4708,19404
4716,18528
4727,17544
4729,5556
4736,15420
4738,19806
4739,18072
4742,14262
4753,3648
4765,11514
4768,2214
4775,18042
4777,192
4779,11580
4780,3270
4781,13908
4784,15060
4785,16284
4788,14862
4791,1692
4798,9636
4799,3870
4811,1350
4818,19056
4821,9924
4823,16038
4824,5274
4825,612
4844,5172
4853,7194
4883,12036
4886,6960
4905,4920
4913,14934
4923,3882
4926,5676
4934,14340
4936,10248
4947,12744
4958,14190
4985,19776
4990,7416
5014,5976
5023,14592
5025,15096
5028,8802
5032,5358
5035,14670
5040,8424
5043,15666
5050,18810
5056,19782
5074,5802
5089,5352
5100,2298
5115,8634
5118,15222
5123,4068
5128,2412
5132,4338
5140,7914
5142,1560
5144,13836
5150,16794
5156,19752
5166,10782
5167,2868
5173,10734
5187,13134
5191,180
5197,1686
5202,3714
5205,6372
5211,12252
5229,15486
5234,16320
5247,9756
5251,7698
5253,8106
5257,1470
5265,13044
5271,13068
5273,7224
5280,7038
5306,5652
5316,11940
5320,7512
5336,10800
5344,18822
5345,6138
5346,9720
5352,6612
5354,18066
5374,14490
5379,15804
5380,7548
5382,17778
5389,12192
5404,11172
5417,9288
5441,4110
5443,5874
5444,18300
5450,1602
5452,1590
5453,108
5456,12120
5461,3126
5466,16080
5469,19488
5471,19764
5478,7734
5479,11442
5485,10476
5491,648
5492,12960
5502,3678
5505,17166
5513,2562
5517,14400
5520,5916
5521,7128
5530,15192
5534,19632
5554,17838
5564,4332
5580,6498
5581,17268
5587,804
5589,18246
5591,1434
5597,3264
5601,6582
5602,2928
5606,5322
5611,3222
5630,18882
5632,6798
5638,13674
5640,14094
5643,1092
5646,6066
5655,17670
5659,10650
5663,1146
5666,19032
5675,16458
5677,9162
5687,17094
5694,16230
5703,10200
5711,8772
5734,702
5736,10422
5740,318
5741,3954
5743,11880
5753,16446
5771,8154
5772,6102
5774,10242
5780,4356
5783,17712
5791,3684
5796,8754
5797,7068
5801,1512
5808,264
5810,3420
5817,4062
5824,10836
5826,6264
5828,14874
5829,7836
5833,72
5837,1494
5839,13506
5843,14646
5844,18840
5855,7410
5864,2280
5865,17034
5870,16338
5874,12594
5878,8976
5886,10428
5887,4350
5889,4452
5895,1182
5896,16746
5900,984
5919,6636
5922,4122
5939,11184
5941,360
5950,17040
5952,16200
5974,2700
5982,9402
5983,17970
5988,9336
5991,2592
6003,222
6005,5178
6006,18834
6015,2628
6020,19668
6033,8172
6035,17160
6052,3702
6061,15342
6064,2460
6068,17436
6079,342
6081,5724
6083,96
6086,9054
6094,8622
6095,16848
6101,3120
6102,9306
6105,14568
6106,14622
6115,1002
6119,8646
6120,5790
6122,18588
6132,8358
6140,6714
6145,11820
6146,3312
6157,726
6165,12888
6173,2028
6175,9792
6189,14346
6191,19254
6196,8310
6204,16692
6205,1674
6209,8562
6216,11598
6224,120
6225,15750
6227,17550
6228,18522
6242,13422
6245,14832
6257,7494
6264,7422
6273,10038
6281,18918
6287,15816
6291,12870
6294,4002
6303,10740
6307,11670
6310,12426
6311,7158
6318,2904
6333,7830
6335,6540
6339,1242
6340,19872
6343,19950
6368,18372
6372,15516
6373,16602
6376,15270
6379,1848
6380,14154
6382,5778
6385,5106
6405,13350
6410,1614
6416,15654
6418,17982
6423,19656
6432,12324
6434,19986
6436,7458
6441,840
6449,14268
6452,9198
6454,8820
6456,17196
6460,4728
6469,18576
6470,7632
6481,15318
6487,6126
6503,16182
6504,7332
6511,18906
6517,17088
6518,18414
6521,11394
6524,3798
6532,9612
6536,15426
6543,9282
6557,564
6564,19626
6577,450
6581,16350
6586,15180
6588,1662
6596,19956
6601,5238
6607,9090
6618,15840
6623,14130
6625,16854
6627,90
6628,2826
6629,12312
6631,8406
6646,324
6658,14976
6660,18708
6671,7716
6676,16122
6688,6624
6695,1884
6697,4734
6698,1248
6705,2844
6714,19062
6720,9564
6740,4656
6745,15054
6746,3672
6750,13272
6751,15030
6757,990
6761,17070
6764,19788
6766,15336
6771,1740
6776,7980
6777,14658
6787,13992
6797,14058
6804,13080
6806,3768
6824,9942
6835,7482
6842,474
6847,11616
6848,13260
6855,144
6859,7590
6872,15588
6874,4374
6879,7344
6887,8700
6890,9732
6895,6522
6900,12504
6902,4932
6914,13170
6917,18378
6919,11538
6930,18228
6956,17934
6965,9864
6967,17994
6970,5004
6989,19512
6993,912
6999,9378
7003,792
7004,11496
7007,5664
7012,12696
7013,9060
7016,7776
7028,6486
7029,10938
7038,9360
7042,17142
7048,15978
7055,7782
7062,11658
7070,13722
7072,2736
7076,3450
7082,12420
7084,6780
7088,5394
7092,6948
7093,6990
7098,7812
7101,7050
7115,16632
7118,18570
7123,17346
7129,1338
7146,12894
7148,14172
7150,2838
7161,9240
7163,11046
7164,5508
7166,13380
7170,3774
7176,16302
7181,16728
7184,9066
7187,9510
7193,12906
7197,3132
7206,4704
7210,906
7227,8034
7234,19230
7243,14610
7247,15006
7252,13644
7259,9774
7260,16560
7265,6216
7266,4782
7280,4578
7288,15258
7290,9630
7296,438
7301,8460
7306,19536
7308,10656
7310,9330
7329,9936
7333,9516
7334,18096
7336,4212
7345,2922
7356,14550
7366,10116
7367,14364
7377,16950
7381,3198
7387,19164
7388,11556
7392,2256
7397,10146
7404,15660
7405,16452
7407,9534
7409,15234
7411,9930
7417,10188
7420,486
7422,13416
7430,528
7433,10992
7444,10692
7449,666
7451,14736
7454,9708
7470,8328
7472,16818
7473,12660
7486,14808
7495,19758
7498,8544
7509,10098
7511,10290
7513,5208
7514,7362
7516,13338
7519,3078
7523,4134
7525,9342
7534,2766
7542,17178
7553,6114
7579,18960
7583,12774
7584,17844
7587,6828
7594,17148
7596,19746
7599,12528
7609,12726
7619,5400
7623,10002
7630,17028
7645,12336
7670,9312
7682,17130
7690,11148
7704,5094
7705,11136
7721,19902
7722,7542
7729,1032
7735,13248
7737,4950
7740,1860
7752,11412
7761,7230
7763,17946
7775,972
7778,3990
7782,19770
7783,10236
7787,1584
7789,18000
7797,12384
7802,14796
7825,876
7827,17616
7829,6804
7832,15390
7838,10704
7844,11910
7849,2244
7870,14382
7874,162
7875,468
7887,10512
7892,16980
7898,12390
7900,2490
7904,19140
7905,10680
7908,4008
7918,19554
7920,6702
7933,8292
7936,798
7941,18558
7943,2610
7947,2154
7948,13542
7981,8568
7988,13914
7999,10710
8001,17238
8011,11244
8015,1218
8021,6564
8043,2934
8049,18720
8050,7266
8051,3018
8052,12582
8053,5544
8054,19500
8065,7764
8075,8496
8078,16032
8079,7356
8085,17610
8089,4914
8090,17748
8092,4848
8103,4086
8107,900
8118,17208
8125,8430
8141,7596
8152,12996
8154,738
8157,11874
8160,18114
8165,19854
8174,14418
8181,19392
8186,16572
8192,13998
8202,14910
8203,16914
8211,17646
8220,9540
8224,198
8229,5886
8232,19800
8233,11208
8236,10374
8238,12486
8242,17184
8249,12558
8250,17358
8251,15396
8252,10722
8253,6546
8258,16830
8279,5562
8280,18624
8286,13596
8293,4296
8298,8640
8313,13758
8314,18606
8317,9462
8327,9852
8333,7938
8338,18780
8340,9300
8344,1758
8345,13614
8359,8532
8389,16800
8395,3048
8397,15480
8401,16362
8427,708
8441,780
8460,18714
8462,8922
8476,11862
8477,8670
8486,12414
8487,10746
8491,19290
8492,13176
8493,3030
8498,8052
8501,15558
8528,11076
8532,16986
8536,10488
8540,12474
8546,1044
8549,16170
8553,11100
8554,14952
8556,4428
8557,294
8570,6648
8571,9780
8573,10920
8579,5922
8582,19248
8583,7170
8592,12090
8593,3792
8602,6630
8604,16326
8605,14478
8620,7290
8621,9252
8626,8964
8631,13404
8633,6600
8637,13158
8641,5442
8642,5934
8647,15090
8671,444
8677,13662
8678,16482
8682,18162
8683,3912
8690,3240
8705,6090
8716,216
8725,17790
8734,9186
8735,13692
8740,18618
8751,2148
8765,5286
8769,336
8788,14838
8805,15738
8819,13752
8824,5784
8830,894
8831,12084
8838,17490
8845,17448
8862,5010
8863,978
8881,2142
8904,16476
8910,8454
8914,3528
8915,4080
8917,14112
8919,924
8925,17964
8938,7884
8939,2754
8942,2178
8945,15456
8949,8748
8953,13212
8955,19524
8962,8220
8966,9642
8974,3948
8981,12258
8997,11310
9012,14598
9020,11130
9022,19212
9026,48
9028,18054
9033,16956
9041,7398
9055,6162
9064,5640
9069,18492
9072,15198
9077,16224
9079,11400
9092,13026
9096,12900
9103,3522
9105,10566
9111,15450
9115,1110
9127,9690
9139,14064
9190,18924
9193,7236
9202,1500
9205,14004
9211,17796
9213,14442
9217,10404
9218,4200
9233,5202
9242,3564
9249,2952
9263,13368
9268,12768
9273,17640
9278,7488
9280,12054
9282,822
9286,9810
9287,18174
9288,11784
9292,16644
9295,11520
9297,9012
9304,1938
9305,19932
9323,9894
9351,15462
9355,16068
9358,15330
9363,18474
9367,12330
9368,9840
9371,14778
9372,15984
9377,9000
9381,17688
9387,3012
9400,10494
9401,3726
9402,18726
9410,10860
9428,5520
9433,13632
9435,19938
9440,12636
9448,2772
9469,1806
9470,16884
9477,15720
9489,16254
9492,13956
9498,19308
9499,17988
9513,4896
9518,4860
9526,15594
9531,3144
9535,5730
9549,18540
9551,13224
9559,1716
9562,17424
9565,17406
9578,1212
9579,19206
9582,4488
9583,15810
9585,18438
9588,9828
9593,18330
9600,11016
9621,10272
9625,11040
9633,16332
9645,13710
9650,2646
9651,2676
9660,3876
9670,2802
9676,16782
9682,12366
9702,5118
9706,13878
9712,8784
9727,3540
9734,13920
9738,16680
9741,12432
9751,8016
9756,600
9759,6762
9766,10482
9772,10500
9783,6516
9805,10620
9818,7338
9821,14940
9835,10260
9842,13014
9849,12222
9852,12072
9862,9984
9871,9528
9874,19158
9878,4140
9886,7710
9900,954
9901,19086
9910,12030
9914,2526
9926,6228
9930,18666
9942,9114
9957,3960
9962,6198
9970,5448
9973,15870
9979,15882
9981,5646
9984,12402
9988,7152
9990,9522
9991,16614
9995,1206
9997,17454
9998,1626
10003,13308
10012,9048
10015,19182
10017,14532
10021,18354
10047,3318
10048,16380
10051,7044
10055,8028
10071,1116
10072,17250
10076,11292
10082,1644
10085,15762
10101,16356
10113,4818
10120,9960
10133,16290
10139,2556
10144,12684
10150,5712
10162,372
10164,6972
10167,2118
10174,3234
10188,19944
10197,2382
10205,15822
10206,8088
10212,14994
10223,5364
10244,834
10248,10122
10256,10458
10265,10332
10267,12798
10268,4872
10271,306
10273,18024
10275,498
10277,19734
10287,4674
10288,3084
10289,6054
10290,16296
10297,18138
10303,8694
10309,12516
10313,2316
10321,8250
10328,14718
10343,3072
10346,426
10352,558
10357,11550
10378,1932
10380,864
10384,14244
10395,15072
10396,8388
10404,1302
10405,13872
10424,11082
10425,4368
10434,18552
10440,3360
10442,18282
10444,19320
10446,5670
10456,12600
10461,17106
10473,10902
10474,17508
10478,5022
10484,1698
10487,14118
10491,13656
10493,1098
10502,11856
10504,8730
10507,7122
10513,1980
10515,6504
10517,19650
10528,5610
10531,8916
10534,6396
10537,4020
10564,11106
10573,18564
10576,6204
10580,12024
10581,18360
10583,5622
10587,14694
10591,18108
10604,11628
10612,12396
10640,5850
10644,18144
10647,11490
10653,19920
10656,10578
10658,2574
10659,5598
10660,2160
10665,6966
10666,18678
10671,18768
10675,18870
10679,3168
10690,10452
10691,8382
10695,16812
10707,13824
10714,6234
10719,960
10726,13986
10729,3966
10747,18990
10761,4776
10762,14544
10765,3474
10779,132
10784,11976
10786,10842
10796,15492
10797,5082
10798,19026
10799,17124
10801,948
10802,5304
10811,6120
10814,17472
10815,17274
10817,312
10827,19116
10828,1140
10830,3366
10832,6318
10838,5376
10848,2790
10849,10470
10850,1260
10851,11334
10856,3426
10858,7434
10859,10752
10862,138
10864,10524
10865,16878
10872,15996
10879,8520
10882,14682
10890,17304
10901,12546
10909,8346
10922,1308
10926,9672
10927,8484
10931,9906
10937,17940
10939,12444
10944,17046
10945,15684
10958,14556
10959,4392
10964,15042
10972,19596
10973,13926
10980,12276
10991,10044
10996,8874
11001,7878
11005,16788
11006,6510
11016,11868
11018,9624
11028,14484
11032,636
11035,6036
11038,7104
11046,10764
11050,4764
11067,16272
11076,13680
11083,1536
11085,10674
11087,11226
11093,9354
11114,9144
11129,6930
11136,14652
11137,522
11144,5832
11146,3462
11153,18012
11162,19878
11165,4218
11168,10896
11172,19260
11176,18930
11183,7002
11185,15672
11191,14772
11202,4092
11205,3186
11206,6786
11209,9408
11212,5892
11214,258
11215,7476
11218,13578
11221,30
11222,17172
11229,12882
11230,16176
11231,9042
11237,18420
11260,18696
11266,9270
11270,7554
11273,12198
11275,9744
11285,12564
11286,4302
11291,11814
11292,10254
11293,18984
11294,2430
11297,19644
11300,66
11302,12042
11326,16266
11327,12144
11332,7452
11334,6492
11338,11994
11345,19350
11353,13290
11355,12972
11356,16932
11363,12480
11388,7620
11390,15624
11395,15504
11408,492
11412,5820
11419,8334
11442,15546
11446,16554
11450,1188
11456,10716
11462,10788
11467,14280
11470,9444
11476,14820
11477,11682
11478,2052
11488,8832
11495,16260
11498,17010
11507,1836
11508,1404
11511,4746
11523,18978
11525,2292
11527,8538
11529,16506
11531,8064
11539,11946
11544,9570
11549,14604
11556,19506
11557,19224
11563,2892
11566,10944
11573,4722
11574,6222
11577,930
11581,6024
11596,4074
11598,16092
11619,1464
11634,9750
11658,4716
11663,10794
11669,1278
11673,8910
11685,8262
11688,4794
11696,11742
11699,14274
11701,11802
11704,54
11710,5382
11711,19860
11712,3570
11715,17484
11730,150
11732,5112
11739,2208
11741,6414
11746,14052
11747,252
11755,9648
11760,10278
11764,13950
11780,1152
11787,12048
11789,3972
11800,5592
11808,18504
11809,12246
11822,4788
11827,9762
11828,2004
11831,3498
11834,9696
11838,8658
11848,14754
11853,3888
11858,11346
11861,16578
11874,9438
11877,2022
11881,19566
11884,2082
11893,1230
11897,14436
11901,12060
11905,11532
11907,9978
11912,14724
11913,15282
11936,11730
11945,3342
11947,4116
11953,16020
11959,4284
11961,16194
11963,19722
11965,19200
11971,8466
11972,17802
11976,5220
11984,15474
11989,13410
12020,11898
12027,78
12029,8022
12034,15144
12047,5154
12048,11298
12050,7284
12053,12534
12059,6444
12065,17910
12066,12114
12076,15888
12082,19974
12085,15540
12091,17760
12092,9606
12095,16566
12111,13122
12113,4290
12115,7176
12116,3660
12117,7248
12123,5814
12130,2130
12140,12300
12143,18846
12149,16392
12150,2370
12151,714
12156,3738
12165,10548
12166,6534
12172,11652
12174,9222
12193,15828
12200,408
12204,7572
12205,102
12211,7848
12221,9246
12226,11232
12232,13884
12238,11220
12241,11118
12249,16158
12251,14472
12269,16512
12272,15156
12273,7464
12277,17652
12285,4830
12289,7656
12291,17898
12300,6456
12306,3756
12316,8898
12320,18600
12329,13266
12336,6876
12338,14964
12353,8580
12367,1548
12369,9492
12375,4440
12383,6816
12390,7164
12402,3102
12410,582
12415,17100
12420,16998
12422,16464
12426,17016
12430,13002
12431,5484
12437,12450
12440,4230
12443,16218
12445,5226
12450,2124
12451,11112
12452,16410
12460,18738
12481,510
12482,11970
12488,15048
12494,19068
12497,9600
12500,18150
12502,16902
12503,3114
12508,14376
12520,6084
12527,3636
12533,15726
12538,10830
12540,816
12548,3306
12566,16398
12572,16740
12579,8790
12581,2988
12583,10296
12588,19680
12593,16620
12602,3582
12615,12510
12638,16626
12639,11796
12648,7614
12649,2706
12654,12126
12668,2814
12681,2442
12689,552
12691,5454
12693,13530
12694,16944
12708,2076
12709,1062
12711,19884
12716,18132
12721,5280
12726,16368
12728,14220
12729,1038
12731,3486
12742,16650
12743,14070
12744,13770
12749,3654
12765,1104
12767,15570
12770,11382
12774,1386
12775,10224
12776,11886
12777,3432
12782,10542
12804,13218
12809,2088
12810,17724
12811,936
12812,8934
12814,15024
12817,9132
12819,2358
12828,6594
12831,14286
12849,8412
12854,14304
12858,6288
12862,8112
12867,13602
12892,14586
12894,1998
12903,2508
12909,19092
12912,10818
12914,18516
12922,14232
12936,17676
12944,17754
12945,7320
12956,5688
12959,12792
12964,240
12972,7992
13011,8526
13020,1704
13024,17478
13030,19272
13040,3492
13041,9204
13050,15612
13052,5496
13054,13314
13059,870
13073,1392
13081,4248
13090,13734
13092,1734
13093,11610
13099,9480
13100,10518
13101,11268
13105,9174
13112,3978
13122,19080
13132,7668
13144,6924
13145,10440
13146,14742
13154,18750
13157,16014
13170,12780
13181,12858
13187,5316
13189,18168
13190,13572
13207,15924
13211,18366
13215,19584
13216,14388
13220,2388
13223,60
13226,2856
13235,12012
13237,6300
13241,11424
13248,5574
13249,3618
13252,14892
13253,9210
13266,4968
13276,15438
13278,12954
13293,15174
13324,17418
13337,5346
13338,14088
13341,858
13352,13194
13353,11574
13354,17976
13356,12216
13362,15576
13363,19602
13366,1332
13372,8676
13381,4176
13384,354
13391,2304
13393,8004
13397,13452
13426,19812
13427,11484
13432,8472
13433,2862
13439,8340
13443,15894
13445,8202
13455,10572
13456,18456
13458,5970
13471,3468
13478,16026
13484,11058
13489,3138
13497,15582
13500,12828
13502,762
13507,2538
13510,19518
13511,828
13512,14712
13516,11064
13519,11316
13524,11406
13526,7278
13550,19464
13552,4842
13555,4512
13560,18876
13561,2694
13572,19914
13576,18858
13578,16146
13585,1422
13588,13938
13590,15162
13608,9420
13611,9096
13612,5904
13623,17052
13624,17082
13635,18078
13643,18744
13649,15690
13658,9120
13665,10320
13672,14730
13674,18006
13683,6654
13690,9666
13692,3984
13699,14946
13700,42
13708,19998
13723,17364
13731,6894
13736,3396
13738,10230
13745,18684
13750,9018
13751,16278
13757,8736
13758,5190
13759,14196
13761,15372
13765,14106
13767,18288
13768,7944
13769,8850
13774,11418
13776,16656
13779,17538
13780,18408
13788,13254
13791,1050
13803,18444
13827,1854
13838,3444
13847,13944
13851,10026
13856,10584
13857,2226
13862,1170
13864,2880
13873,13326
13876,11844
13881,19170
13882,7890
13905,13116
13935,16002
13948,18636
13958,696
13966,7566
13985,15000
13987,18324
13989,8952
13995,17310
13997,5580
13999,618
14010,2604
14015,4410
14025,12492
14037,8742
14053,14514
14058,12846
14059,19728
14060,4464
14061,10626
14070,8298
14077,17244
14084,2514
14090,3894
14096,9426
14097,2190
14098,7140
14104,9372
14119,12456
14121,18060
14126,15972
14128,10980
14130,9348
14131,11724
14132,16866
14142,606
14149,4836
14167,8286
14168,4482
14170,3378
14171,1020
14184,1896
14188,3150
14199,24
14204,8514
14209,2418
14211,12306
14212,11892
14213,12834
14214,3600
14223,3642
14224,4056
14225,10110
14226,14016
14229,3480
14239,13524
14240,16686
14248,11838
14249,17334
14263,6348
14274,4128
14281,16086
14282,14844
14285,6000
14294,8130
14295,6744
14306,15906
14319,12102
14323,10344
14324,16104
14332,17520
14339,9168
14364,7974
14372,16662
14377,3780
14390,3390
14391,4536
14392,19608
14393,8184
14395,8928
14402,12930
14403,14634
14408,11718
14412,19926
14423,1968
14428,7386
14430,10662
14434,10410
