876 851
740 430 666
665 857 -335
352 620 405
558 663 -743
120 661 -465
730 615 -654
91 140 260
263 756 141
342 116 -799
307 512 787
466 33 -641
134 805 -203
557 834 763
657 207 166
829 274 -464
25 190 -705
46 117 381
863 823 215
583 594 3
376 637 430
554 425 688
643 114 359
465 109 102
320 258 -248
841 672 -118
457 755 848
146 9 336
441 311 -313
683 438 766
674 583 -340
299 114 -887
268 369 -654
202 620 591
376 791 594
336 21 -983
64 156 -81
662 543 758
533 788 -13
32 684 652
817 283 408
83 668 48
339 192 419
366 577 202
389 526 80
496 531 -744
89 676 -357
651 357 318
836 719 41
21 718 194
787 254 17
36 542 655
822 455 825
618 663 -751
818 506 177
430 11 -920
612 224 534
635 496 -814
526 869 -610
696 501 931
485 710 749
244 702 77
544 606 556
340 408 69
136 6 -128
49 677 -79
606 396 -66
858 224 52
723 307 -871
55 401 191
260 588 286
265 854 -461
824 769 878
750 190 638
570 126 -188
337 256 496
672 147 553
352 76 -253
102 331 731
180 677 706
304 369 250
18 418 632
377 401 523
444 817 -145
501 265 603
760 477 -141
409 859 -615
639 818 -697
840 469 -57
641 791 176
84 647 -421
147 574 -501
741 625 -410
631 53 -339
828 311 916
730 327 872
217 222 579
868 445 581
475 141 -40
54 40 1000
267 555 -374
335 303 -418
548 257 507
692 512 549
314 132 369
204 466 57
550 157 845
264 386 941
803 817 -634
856 413 795
206 645 802
47 477 692
182 793 584
589 645 66
220 757 476
390 696 -888
322 605 275
539 222 -967
89 203 314
543 261 -988
65 179 -402
219 663 -38
705 559 -753
135 634 770
858 359 -239
235 769 865
829 18 15
145 641 88
845 440 30
733 815 -890
668 387 940
430 752 168
323 566 -552
788 684 -494
850 228 -838
865 563 -703
573 385 425
510 372 -686
549 709 -769
833 397 441
380 375 -717
510 506 196
724 342 -393
827 264 25
870 221 -490
124 699 -381
740 745 -368
487 485 -716
803 839 559
223 380 677
313 150 911
397 428 919
589 330 428
467 250 -599
840 90 -264
834 479 315
454 77 518
755 809 669
61 473 746
409 79 -954
407 735 970
280 243 -416
109 387 -462
611 201 441
504 488 -446
745 756 309
544 16 20
782 253 -580
208 562 424
330 478 373
786 690 -825
18 800 734
520 225 -968
274 239 623
770 543 -789
415 787 -313
140 624 -210
635 126 780
249 64 -837
766 509 111
103 36 -512
434 213 357
445 585 -911
268 136 -428
501 422 -710
749 537 606
450 157 -641
52 35 386
865 783 266
378 698 -108
37 698 42
88 817 -659
525 59 -31
95 177 -86
874 35 -700
350 294 -624
243 795 -957
583 694 475
527 421 151
787 528 495
574 875 -363
201 166 -593
294 6 -487
452 671 -11
792 122 23
270 45 -931
421 566 182
258 834 598
296 545 -622
309 339 -204
154 325 622
830 535 640
632 522 585
749 455 0
682 153 71
664 309 871
810 328 -772
778 131 219
47 603 301
671 141 768
90 737 20
63 810 -622
695 447 -96
602 561 809
581 65 995
655 670 -290
130 349 -201
300 232 -159
296 478 -828
479 607 -908
320 524 -705
332 540 908
549 703 511
80 868 -278
111 691 -511
185 107 -403
471 243 67
136 638 -742
629 284 530
592 110 618
81 184 496
623 272 858
356 792 471
347 423 839
298 127 885
699 228 721
480 663 -604
369 190 -854
268 71 121
440 113 801
822 96 -564
776 536 -978
813 204 -100
253 24 -973
318 148 -775
678 356 -700
330 477 -53
562 676 -769
216 593 818
495 350 -477
680 804 323
189 561 -587
5 464 107
818 22 -157
420 155 629
332 780 29
475 325 -40
311 501 736
28 546 -221
810 579 -718
813 556 -858
530 179 -53
319 37 625
214 79 1000
841 499 -996
302 754 -222
28 44 -261
199 852 890
428 252 -719
561 256 -240
776 217 521
724 606 164
135 615 -590
88 674 331
702 781 -284
254 819 -961
763 655 -984
445 50 7
424 761 -543
68 867 -475
553 36 747
52 569 382
58 563 -723
395 712 -169
190 292 -413
367 324 -88
332 489 303
521 570 718
791 125 -816
481 487 -923
366 461 -686
740 260 -260
61 605 -553
739 475 -394
265 718 10
581 776 -141
376 449 -389
102 439 -162
746 859 645
102 686 -60
253 685 125
167 723 990
660 348 349
756 580 921
512 264 176
368 793 628
392 533 879
439 815 -445
523 189 -557
333 717 -858
699 518 866
339 176 106
666 272 -608
740 574 -191
787 749 934
330 410 -720
449 572 772
226 130 482
576 365 -590
576 540 299
820 136 804
258 862 -215
398 353 649
327 324 -6
622 689 -702
587 568 -185
10 81 537
823 148 -260
236 427 -174
649 407 614
750 770 -532
96 603 371
530 395 443
561 594 -424
167 163 950
598 526 783
203 28 277
243 826 613
834 843 -833
114 360 -121
712 560 -705
311 122 -8
160 438 -818
684 257 -714
68 753 -115
761 709 -584
58 730 -676
544 616 161
584 276 111
870 122 700
570 595 302
2 702 977
848 564 934
12 10 -79
336 58 -511
575 49 660
743 108 62
46 858 -805
288 191 453
268 301 922
854 782 130
749 854 -80
78 359 804
755 848 -983
238 454 371
408 227 325
43 550 592
346 114 -123
837 431 191
717 708 -322
306 256 -17
127 641 -774
470 119 572
639 55 -714
413 115 -994
289 167 768
617 442 -567
118 408 -919
68 290 922
788 122 777
243 190 231
425 256 -43
309 170 -814
299 345 -964
508 218 -85
642 471 272
819 553 312
105 369 82
53 585 -562
107 795 -441
294 393 258
671 229 360
558 190 -841
622 65 -826
331 18 16
130 95 -112
620 157 671
369 195 -102
33 344 -951
538 595 628
389 628 -971
3 628 490
839 737 -16
379 25 662
307 816 339
68 758 -421
329 678 -699
764 91 182
602 183 605
10 537 -822
406 103 599
815 98 -684
249 656 184
520 663 -375
526 3 285
247 757 876
318 642 -522
157 207 184
174 546 -758
174 426 -149
770 352 956
537 849 -742
97 791 -499
664 401 -1
750 232 338
440 315 -428
210 456 368
275 128 142
675 561 -852
815 553 -397
101 655 913
224 724 -90
590 11 -917
856 176 -454
596 153 445
115 505 -984
631 310 -425
711 521 -233
411 389 226
571 325 -540
283 388 -30
714 772 -716
671 562 -6
217 380 628
116 219 223
19 153 -456
763 403 -391
70 861 580
256 199 -2
279 276 -83
274 173 958
1 435 -172
720 17 690
746 855 369
593 70 451
190 176 357
342 784 -990
51 752 656
691 81 -584
678 767 -950
749 311 -444
649 814 -84
838 646 -881
294 493 -131
108 278 -720
872 708 308
210 367 -571
194 619 -699
808 585 848
201 278 475
725 106 983
153 542 -178
518 735 -691
496 276 613
782 567 -968
352 350 -173
271 589 231
121 180 733
358 696 -175
714 264 -84
288 747 477
837 329 -848
806 384 -900
670 251 513
203 677 -916
127 339 -359
366 570 331
149 15 -211
396 662 735
10 106 674
471 440 120
654 88 762
72 269 813
182 546 -136
23 456 137
161 176 638
325 154 652
727 493 250
659 560 -884
227 435 -78
270 687 -787
133 538 -396
28 206 142
522 352 -95
568 188 -309
276 828 -526
646 653 -683
819 526 127
634 515 -81
164 305 905
663 596 579
541 735 -662
678 354 836
862 364 -388
321 130 -368
730 129 137
592 202 92
442 730 -574
759 26 -506
510 428 -381
615 36 -965
787 870 -676
704 313 -241
372 701 599
2 828 -380
21 683 412
701 647 -350
164 807 536
785 251 -1
443 422 -394
223 313 392
557 420 387
262 721 -890
741 318 227
261 267 -65
810 748 825
137 542 -478
109 326 -128
84 203 -152
236 662 724
426 652 -249
699 386 -567
619 91 -678
469 637 340
698 557 17
206 92 -844
331 632 -649
241 620 -950
455 623 528
531 811 -239
761 404 -880
466 12 -639
856 811 -26
399 478 729
370 378 921
38 427 -442
530 550 -301
151 212 573
701 388 522
548 184 764
105 799 -155
332 590 212
861 43 -646
600 712 -634
444 248 -638
446 330 -762
223 135 -758
52 129 -983
