865 2921
709 113 76
38 485 990
408 685 624
300 71 583
137 659 189
775 13 97
331 123 465
726 675 221
468 189 475
330 662 480
331 80 357
428 281 384
830 754 996
137 302 843
80 398 109
342 290 552
574 673 781
828 799 848
118 539 768
798 682 182
834 690 321
350 96 153
670 837 32
305 804 51
560 58 773
592 647 11
542 722 689
657 197 500
139 452 502
697 364 950
670 164 627
82 247 124
481 726 62
545 469 301
40 362 766
439 621 353
170 814 795
565 619 314
315 786 485
68 92 241
615 717 514
568 440 558
506 418 67
626 306 316
42 649 81
299 486 451
656 860 407
731 194 602
270 385 5
396 2 803
445 534 226
453 834 618
64 42 456
22 389 537
796 302 623
398 579 997
527 141 628
166 801 721
92 574 161
142 255 795
659 136 445
515 673 318
8 377 407
564 190 719
341 607 794
578 125 539
51 273 827
112 646 622
170 665 868
461 433 619
181 210 425
182 605 124
430 216 556
536 364 810
553 211 507
170 78 876
711 734 103
4 615 861
4 496 513
27 837 602
102 814 887
807 67 915
373 852 202
757 525 431
293 121 464
322 763 86
787 812 523
837 154 687
284 555 281
69 188 910
712 324 19
204 349 215
122 301 228
2 330 112
57 41 966
695 381 27
679 860 80
722 393 666
518 656 888
791 710 912
179 425 111
75 763 165
592 274 594
9 782 186
737 74 80
650 652 94
808 388 543
302 168 435
152 217 528
378 160 339
416 151 339
149 590 243
629 199 287
409 8 431
217 238 933
347 821 26
478 439 868
759 747 14
86 643 253
638 713 978
578 464 610
483 7 637
211 754 726
697 532 20
548 277 768
41 24 850
574 133 752
623 374 687
72 753 875
328 750 479
620 701 48
73 578 234
172 716 638
287 319 895
392 842 139
532 552 866
793 230 769
603 361 382
149 592 526
641 570 507
501 294 610
387 234 100
75 863 400
400 802 931
105 64 132
414 447 481
160 674 941
90 381 369
175 658 906
357 527 494
613 453 423
138 764 4
703 51 923
194 142 170
625 49 952
242 812 583
534 142 430
559 268 499
134 71 142
194 29 411
600 192 579
57 345 417
206 761 21
141 24 818
701 568 29
854 35 29
170 3 408
120 553 612
727 745 423
841 171 349
378 448 868
762 821 852
157 746 125
751 332 434
206 713 987
694 788 53
83 406 256
356 118 204
118 234 54
675 819 342
48 567 221
345 313 761
211 264 81
390 851 587
573 579 669
380 844 836
62 64 968
527 179 831
130 297 210
558 232 132
178 139 292
800 396 452
318 367 354
409 433 176
743 711 971
710 568 630
544 22 504
187 834 822
397 529 204
511 176 967
467 446 440
504 364 127
660 13 529
312 127 512
843 145 105
855 553 75
100 154 960
557 827 775
627 327 478
520 145 137
307 656 606
99 343 886
470 5 986
558 213 751
164 817 698
528 468 967
659 619 33
24 528 784
152 23 388
759 95 888
216 599 534
509 510 396
105 861 999
652 287 422
778 450 234
249 71 511
865 802 187
587 366 956
661 704 288
31 635 276
476 693 552
740 619 488
692 848 43
442 292 673
683 142 225
407 362 419
634 539 196
401 239 181
407 434 842
588 775 497
1 452 894
614 160 314
671 295 683
388 299 526
460 243 138
442 759 882
436 717 415
808 592 410
102 90 455
733 70 903
715 794 690
826 251 972
232 557 379
708 138 518
173 827 814
431 749 323
433 283 973
386 157 765
517 312 203
349 260 490
715 646 391
147 519 603
771 619 781
819 67 173
27 750 759
221 84 736
366 641 748
198 496 460
208 78 460
480 271 652
278 19 864
214 269 224
599 120 845
40 256 401
161 126 673
743 423 472
17 691 925
374 350 443
664 447 392
117 542 636
536 78 447
656 619 225
657 641 612
604 682 974
461 736 103
55 849 790
364 429 942
151 138 435
860 438 341
71 217 636
382 434 521
289 204 654
672 694 505
509 864 629
800 678 506
524 368 513
10 5 518
379 327 687
73 420 657
273 587 218
655 815 449
35 406 201
106 503 777
660 505 996
349 399 258
263 347 46
303 515 735
298 232 954
418 811 794
581 103 65
767 233 438
622 633 343
78 29 37
664 763 952
788 457 332
188 601 839
773 501 874
304 176 779
486 171 961
278 667 875
597 430 441
325 851 945
219 525 874
270 798 948
636 787 813
532 534 968
453 326 950
62 630 232
202 402 641
135 601 25
47 214 21
612 636 292
437 470 161
537 771 456
529 739 75
790 766 783
692 493 667
301 451 666
347 128 782
155 235 76
302 755 329
425 569 281
332 54 471
700 68 299
436 559 649
533 539 897
41 455 4
34 69 582
209 425 205
297 466 385
424 757 964
628 20 103
851 253 778
65 828 926
854 214 415
214 606 296
14 489 792
585 863 171
535 720 704
209 82 251
260 481 812
619 187 892
760 246 129
456 518 524
661 264 446
130 358 960
664 759 282
363 677 378
367 561 233
762 52 490
162 197 946
467 540 280
474 578 504
376 863 300
338 466 865
405 584 84
366 584 389
67 493 12
419 391 475
865 135 270
722 617 727
414 679 498
309 569 608
858 341 889
57 15 911
638 459 532
794 322 946
591 479 171
776 138 97
256 293 131
749 757 29
533 77 368
476 526 116
341 363 739
679 377 742
470 186 211
628 597 607
465 840 725
25 311 102
117 573 373
441 683 772
74 166 117
100 366 6
404 368 901
819 644 617
404 680 560
37 505 423
497 669 644
649 830 591
698 635 698
86 430 545
750 511 443
636 96 679
693 161 366
377 725 67
685 33 266
1 323 917
446 464 452
816 108 576
809 443 337
735 391 161
156 123 968
452 580 794
572 743 976
244 777 995
849 260 296
747 436 311
610 819 284
756 525 548
857 467 430
242 664 152
744 720 925
324 299 14
83 23 523
41 164 867
846 247 440
575 496 62
59 114 754
629 97 19
765 433 176
264 243 240
368 338 775
315 14 90
225 316 602
522 794 762
248 591 989
141 273 304
668 174 810
801 858 26
475 690 669
568 791 776
785 350 862
696 304 935
27 348 527
753 182 417
6 778 253
511 721 643
156 165 646
307 54 526
148 860 599
566 812 657
469 612 53
655 760 518
152 229 469
366 477 481
817 236 710
151 135 990
709 541 277
630 604 84
552 549 649
48 508 343
22 788 208
698 61 888
539 167 93
334 786 529
54 807 566
292 537 612
397 742 800
26 79 300
840 274 346
626 185 902
377 103 596
655 194 611
447 289 853
243 325 119
491 647 433
317 163 977
103 499 160
534 637 996
702 781 279
634 629 412
174 801 7
385 664 171
533 316 944
744 359 505
810 80 152
1 104 655
811 545 590
704 99 506
754 347 451
602 638 617
178 186 960
269 627 989
576 40 565
597 423 203
220 281 415
581 22 560
348 707 258
53 287 308
467 683 856
838 686 59
812 443 93
708 679 411
545 431 500
189 861 148
255 321 47
504 569 87
500 592 419
747 206 290
3 190 773
360 197 418
694 462 839
193 336 339
565 434 948
94 63 130
829 706 585
737 348 217
693 719 129
680 786 444
507 615 431
828 395 947
425 578 865
773 424 598
463 12 727
466 661 739
497 210 200
506 203 763
230 304 748
267 793 460
718 641 739
489 246 700
431 519 782
744 540 505
590 162 514
118 711 632
854 250 845
33 285 133
163 847 122
776 747 203
679 632 50
115 198 414
265 200 360
24 31 635
440 343 823
75 707 609
305 344 964
663 102 343
630 24 186
791 296 756
148 392 364
550 6 837
138 691 264
141 227 213
722 570 424
37 520 929
550 382 856
280 400 484
55 284 7
857 358 184
805 90 287
356 1 414
852 406 514
597 379 144
44 425 267
288 519 854
10 341 953
827 368 431
643 862 288
455 743 309
662 485 669
745 381 71
299 614 390
591 474 568
44 465 984
326 93 580
567 622 118
202 413 666
828 603 673
138 151 830
800 207 179
503 562 370
376 452 512
625 478 379
448 641 844
71 688 855
834 170 689
487 635 76
610 30 321
480 24 138
757 857 663
693 367 230
109 198 350
174 320 403
630 181 725
86 140 642
347 748 529
239 100 502
632 23 402
509 811 184
5 333 43
319 353 570
841 677 475
299 108 949
369 297 136
688 60 708
111 308 846
13 292 916
694 460 499
568 852 350
715 153 900
490 117 130
853 647 168
211 836 810
387 124 169
287 428 459
332 452 24
406 749 676
496 678 893
703 730 909
598 631 525
645 646 792
737 666 390
168 220 207
37 401 158
842 318 521
744 372 59
593 206 123
123 422 603
430 714 459
338 345 887
790 301 464
583 166 66
847 107 49
811 703 886
432 128 317
504 280 54
549 118 838
775 354 789
814 463 82
190 524 40
579 58 902
242 587 110
36 61 153
379 349 876
119 681 46
243 748 567
574 774 449
49 13 909
299 106 430
384 13 717
332 412 53
460 686 841
102 295 129
596 755 2
766 361 359
441 469 869
184 187 701
474 339 472
87 344 261
236 387 630
381 250 511
561 540 34
254 502 714
518 450 855
790 769 693
300 314 988
385 184 280
11 309 179
380 270 327
753 373 720
351 241 488
481 790 670
759 487 153
87 269 184
326 314 9
680 297 789
754 583 988
354 822 805
776 1 569
589 114 891
706 798 1
718 261 958
459 574 452
383 349 400
447 557 809
542 305 119
620 304 881
538 210 748
471 623 951
46 258 388
303 188 106
744 515 272
404 587 14
508 679 413
437 166 751
664 554 180
306 393 687
404 160 313
65 209 433
522 338 764
239 13 234
238 165 605
862 422 991
102 479 56
430 166 688
816 830 36
386 1 916
556 111 806
748 530 976
576 466 585
837 636 475
383 713 13
164 576 855
556 361 969
151 654 9
25 767 311
853 101 608
703 505 314
765 607 447
226 848 624
303 623 242
702 534 820
490 613 10
154 765 409
391 452 574
163 335 86
818 703 935
423 441 765
231 146 763
553 311 540
503 106 171
161 465 550
50 664 492
551 526 717
294 312 879
307 156 559
308 561 862
205 812 202
123 371 191
642 220 410
540 433 876
564 197 71
299 123 877
491 476 507
819 256 932
105 445 452
320 589 42
133 35 566
62 710 146
105 61 98
118 554 436
305 378 158
232 449 851
693 208 958
292 39 525
547 362 204
20 624 321
620 162 375
737 455 225
309 253 932
741 661 181
706 42 644
413 233 294
671 438 412
315 416 512
548 205 775
475 357 957
97 660 787
478 662 803
639 651 129
102 237 255
244 704 76
124 19 350
607 410 766
401 397 978
59 475 452
371 713 100
457 633 129
107 283 446
23 50 219
89 165 247
266 554 569
33 339 311
667 579 574
834 161 146
838 590 320
753 531 173
503 42 62
529 638 407
39 362 528
483 773 888
513 14 483
488 138 218
59 154 232
733 97 965
543 273 241
756 784 349
319 584 303
544 832 326
522 653 277
343 337 720
188 294 299
14 724 972
857 620 290
350 135 37
636 13 584
403 721 100
61 642 33
564 467 54
851 36 467
807 379 736
809 41 682
470 653 839
582 533 641
477 828 326
66 376 295
179 252 38
635 465 70
849 70 551
228 690 833
159 196 25
117 582 489
359 372 176
284 598 932
456 341 113
701 127 813
734 483 110
4 473 985
727 83 821
6 104 519
651 468 545
8 189 620
674 812 233
464 156 9
64 207 192
674 88 717
530 211 423
746 398 789
409 731 295
847 313 636
700 829 942
716 122 774
181 226 530
376 36 379
92 731 68
175 255 249
223 295 703
649 805 102
307 675 198
839 307 466
198 7 650
768 760 523
334 831 199
308 186 820
840 259 466
63 765 625
520 46 59
472 38 241
499 774 173
848 769 62
102 786 990
107 652 723
139 820 520
205 657 161
184 67 65
332 775 875
349 96 593
284 499 648
276 737 553
736 573 944
219 34 945
168 416 582
433 37 522
160 708 174
165 690 235
802 114 56
214 272 931
253 511 304
538 72 667
506 423 251
355 626 853
828 401 911
819 140 899
376 277 690
141 719 676
805 753 199
413 791 211
70 243 580
359 215 886
707 274 436
358 149 798
173 607 589
314 823 615
372 777 768
502 755 996
362 789 139
542 608 70
817 234 82
211 855 677
690 444 273
826 28 104
209 424 154
834 528 917
479 596 68
434 466 505
60 821 881
782 773 102
763 171 676
262 260 757
855 383 19
570 769 950
404 493 258
729 660 635
679 372 584
662 25 589
749 235 704
786 127 42
597 345 315
700 240 304
565 786 982
863 318 538
527 802 824
461 816 553
462 733 531
865 750 374
738 43 685
168 513 880
303 726 613
637 829 831
544 768 450
723 143 564
713 669 258
464 259 732
115 824 154
696 242 923
31 383 746
437 682 253
432 634 150
24 473 330
302 125 112
20 239 134
446 112 317
121 572 13
565 741 768
535 162 929
268 763 196
462 445 537
282 777 16
276 232 858
752 773 919
203 817 867
214 682 182
246 386 967
106 803 789
8 370 249
634 336 218
599 244 293
250 350 163
574 304 617
171 271 421
388 29 975
463 156 301
437 523 903
800 67 226
813 294 963
464 127 358
802 367 494
848 389 704
45 812 481
501 423 887
851 35 142
307 341 147
131 450 143
429 262 858
446 477 798
324 537 132
296 518 224
473 179 972
63 682 367
40 270 853
547 104 661
698 324 954
835 206 208
169 732 331
624 577 567
640 290 738
145 395 333
3 26 730
116 596 296
855 419 211
420 304 150
601 175 337
189 296 782
530 11 505
37 553 921
388 829 808
329 117 569
646 578 932
136 571 178
59 282 623
639 642 354
36 446 107
21 727 575
796 38 279
222 78 975
674 160 854
297 281 126
557 544 973
414 385 760
612 65 620
234 509 954
351 520 795
426 741 570
183 846 61
204 794 222
858 179 358
271 665 818
764 588 127
803 580 476
844 572 231
261 299 985
490 569 507
302 132 73
82 669 435
9 52 174
605 764 383
560 569 334
281 133 534
832 75 163
701 379 693
353 845 501
435 137 517
715 335 939
47 144 1
347 595 212
180 734 107
436 260 662
447 532 910
612 45 893
564 832 499
807 53 8
311 129 525
77 450 744
30 614 408
609 478 874
651 840 435
238 21 204
302 437 36
55 296 717
831 457 716
354 806 788
406 425 63
263 111 229
75 295 529
763 294 817
478 230 54
135 833 3
149 510 650
475 729 960
281 11 890
108 91 182
220 98 536
477 40 206
652 566 36
145 123 936
312 17 629
614 86 613
437 645 907
94 478 804
656 839 611
385 228 987
188 767 497
603 582 927
347 218 346
165 51 924
80 127 528
368 103 6
660 474 646
567 400 796
199 241 828
355 92 322
67 124 560
768 788 616
22 299 669
644 708 301
413 617 124
861 779 544
788 99 892
762 720 356
394 632 32
232 343 130
573 403 50
575 224 589
101 155 673
742 784 488
520 652 742
154 754 433
320 465 321
217 260 662
615 70 125
30 314 29
42 679 980
57 475 546
182 742 985
75 537 529
543 588 574
463 563 712
380 78 84
17 687 204
731 267 876
447 598 793
420 338 11
331 159 444
389 720 364
689 863 168
136 381 213
513 486 747
235 733 534
262 639 455
428 134 739
803 711 925
429 475 270
719 45 611
763 291 455
523 213 970
574 86 734
734 202 272
294 804 232
655 586 288
548 582 988
564 470 3
200 555 755
267 700 330
853 287 292
203 663 748
473 623 260
402 421 216
289 58 742
347 720 939
114 286 540
420 383 130
165 463 698
447 611 66
439 71 588
441 547 332
503 412 822
824 805 884
814 684 266
104 475 699
99 186 577
641 418 712
303 617 29
785 624 242
377 687 740
550 378 153
89 382 264
73 702 622
858 745 574
338 389 868
555 236 385
799 843 401
476 300 869
650 847 736
638 448 17
157 80 919
51 92 233
19 655 459
625 632 762
719 740 271
286 396 98
190 335 55
404 354 596
528 399 40
729 459 661
588 22 332
77 638 6
622 628 23
244 119 418
428 505 785
351 703 869
623 744 342
321 100 127
12 864 179
578 410 69
178 513 595
508 375 510
282 853 103
431 287 764
470 416 373
605 633 582
444 147 703
300 786 718
594 224 448
245 838 779
689 581 735
95 3 268
78 266 535
219 19 556
166 351 808
611 300 991
478 179 602
370 718 126
7 817 697
472 179 667
648 217 456
271 847 469
194 8 665
24 7 747
544 351 960
643 448 632
584 847 180
473 397 620
629 731 413
308 62 397
489 124 211
820 189 385
577 468 377
830 395 3
773 743 385
589 334 460
406 552 907
788 85 870
432 3 354
729 720 267
442 297 862
636 845 341
700 30 445
170 740 256
764 272 91
327 404 742
82 748 770
708 139 212
238 249 923
571 311 850
94 541 488
679 701 194
111 782 922
60 224 126
437 346 365
572 817 111
422 214 618
528 538 597
353 734 715
414 850 390
76 202 761
179 563 323
735 35 156
405 65 534
7 8 51
666 782 690
865 430 190
809 460 520
255 18 963
60 708 558
444 784 827
550 105 174
297 161 840
106 558 913
127 408 657
377 303 415
210 28 194
11 701 555
150 227 513
193 653 176
206 851 204
599 351 272
449 841 130
193 539 392
532 694 957
316 365 963
52 230 297
36 60 603
373 302 679
566 750 858
668 608 592
561 423 498
339 99 15
329 344 425
278 705 652
422 552 684
741 764 961
344 426 176
738 178 395
721 542 675
67 172 688
83 418 755
569 577 716
17 203 555
382 715 985
366 797 110
65 328 617
755 430 524
148 536 322
633 637 633
851 835 162
505 795 863
804 87 774
842 194 840
438 165 103
232 213 235
636 126 159
814 35 613
498 348 651
220 404 252
308 187 78
178 766 75
392 497 524
530 444 234
481 5 37
159 747 665
559 264 34
701 741 876
98 298 719
507 818 615
18 849 229
603 379 129
11 43 836
47 524 324
400 753 525
809 135 122
670 214 525
514 853 767
433 786 939
169 529 327
255 774 998
71 233 430
189 589 387
265 230 292
50 795 3
366 24 488
601 679 348
208 658 191
194 58 94
343 252 532
349 857 583
82 776 554
263 331 678
651 418 522
65 373 336
645 468 517
557 311 413
814 376 744
662 656 806
75 276 257
190 855 511
400 666 595
842 297 169
58 432 470
512 591 800
346 544 487
826 352 178
165 516 254
826 392 914
215 414 182
761 794 836
824 575 679
113 405 891
661 31 79
829 540 575
648 517 863
373 494 760
322 205 197
380 217 458
30 616 940
287 105 503
764 357 640
725 53 334
368 143 987
697 416 592
243 434 672
583 243 762
372 498 435
496 485 929
808 255 217
193 367 947
374 620 784
739 776 308
560 487 605
529 454 166
193 813 372
660 238 130
182 386 113
270 494 838
16 21 567
716 407 459
724 441 339
626 261 69
146 279 145
854 97 90
204 32 389
567 862 446
190 208 731
637 59 606
413 580 174
605 440 153
349 518 166
391 482 914
566 85 551
720 67 973
336 620 543
535 93 524
232 230 906
136 204 30
100 391 320
822 182 50
805 252 490
9 848 821
389 190 870
745 343 479
746 647 163
795 690 16
680 831 822
511 86 612
32 542 965
637 388 646
11 421 480
683 270 833
659 170 473
267 752 496
479 237 650
205 4 435
9 657 376
826 659 196
394 62 441
293 31 466
334 301 276
286 724 232
754 213 266
262 344 303
400 46 105
861 255 60
812 843 512
684 285 454
652 770 672
276 689 333
286 765 745
670 190 463
556 445 67
67 388 988
390 560 804
751 409 639
587 123 122
62 633 67
563 571 153
384 460 837
574 284 272
325 286 540
830 723 464
38 671 53
794 79 50
291 24 292
335 695 711
313 849 981
415 351 491
98 336 723
785 130 875
405 156 592
59 210 987
84 676 244
147 42 915
822 539 192
49 519 138
702 634 401
853 533 309
371 187 578
694 854 498
58 251 28
263 486 717
92 239 844
184 615 410
770 94 444
518 65 53
386 533 828
734 642 799
631 612 765
681 298 379
599 206 180
818 821 438
168 506 186
273 301 244
792 715 254
844 846 833
95 232 891
330 209 915
237 34 194
14 165 75
847 147 593
807 530 859
419 179 992
22 116 411
108 323 743
819 18 774
757 231 115
794 570 114
219 640 168
155 273 520
422 156 45
341 354 933
807 322 742
676 217 920
396 113 999
749 91 513
563 223 976
865 100 112
12 296 159
696 49 152
761 168 487
738 548 583
531 593 403
828 638 696
104 566 580
445 792 381
464 481 705
745 458 959
404 635 554
625 382 328
405 638 987
547 467 30
474 190 467
362 563 298
94 348 761
325 143 918
222 61 417
115 176 594
572 207 443
865 799 835
9 535 992
184 22 271
776 705 637
470 433 375
171 108 751
292 329 654
525 56 104
341 279 83
534 255 876
478 155 686
181 121 317
553 665 528
720 659 109
132 669 925
514 350 926
542 169 722
747 43 398
546 627 650
387 308 105
71 258 556
832 664 339
484 369 110
599 496 875
293 687 760
317 814 875
195 202 771
38 437 9
454 272 791
607 495 684
135 731 841
323 218 873
520 311 718
557 33 328
247 596 81
399 764 740
454 2 932
752 240 136
72 142 662
400 511 356
414 383 789
482 422 989
718 722 65
648 820 316
86 304 495
578 230 266
809 170 521
148 683 679
373 145 966
241 796 7
668 168 464
239 307 968
70 151 516
426 661 701
531 171 781
550 156 690
813 594 80
582 100 613
225 546 494
819 347 932
377 535 692
671 840 201
410 318 852
390 857 937
692 346 760
177 600 139
93 184 918
523 618 837
330 644 991
305 408 890
687 706 937
181 636 519
620 114 313
581 419 702
49 797 871
62 169 349
801 165 467
374 864 828
404 248 983
555 128 955
451 638 447
581 793 101
530 123 603
766 89 583
520 210 638
629 67 644
525 734 53
766 577 457
565 291 796
115 47 579
210 324 293
730 759 76
435 305 790
635 727 700
83 785 315
818 530 454
568 389 931
785 527 223
859 292 210
824 527 280
48 854 224
70 127 740
355 418 641
601 578 102
153 473 385
464 574 933
82 489 719
492 544 332
820 834 52
675 825 361
14 100 858
391 73 80
79 864 324
313 578 942
353 586 970
673 745 832
544 302 419
119 544 443
592 643 183
146 304 41
787 371 989
167 182 427
150 77 473
372 669 701
673 335 236
722 668 149
31 413 412
115 377 277
142 410 606
640 40 845
245 416 269
864 208 129
861 536 51
295 475 231
799 117 104
276 678 925
152 801 787
586 731 948
423 148 231
827 796 842
642 617 522
769 756 485
407 715 87
757 616 762
43 859 176
762 272 586
299 391 427
201 316 242
789 585 871
611 851 910
649 97 375
629 719 346
688 285 6
594 792 610
125 720 374
832 82 783
71 308 198
469 285 204
206 168 389
768 296 368
318 226 748
55 234 315
69 106 311
486 477 548
544 125 371
96 259 208
27 225 233
624 446 826
72 138 916
36 599 358
445 78 594
807 96 693
596 684 635
749 137 159
116 112 156
273 362 516
399 64 39
46 149 999
646 242 242
326 262 489
729 331 738
116 645 156
606 832 694
208 132 687
181 517 163
20 343 229
640 814 592
89 161 461
828 29 769
197 211 715
16 812 929
470 610 71
739 252 539
807 190 324
626 551 244
773 5 299
483 185 566
364 834 943
132 370 780
713 793 305
782 433 974
141 422 923
132 386 910
797 100 740
413 698 776
627 366 221
167 689 789
556 338 34
95 644 128
583 324 620
87 103 651
599 104 643
464 367 154
799 593 832
318 716 616
540 82 110
163 113 405
467 147 322
694 775 53
506 148 993
439 365 88
520 798 229
719 485 480
296 532 750
204 74 878
492 539 244
128 205 577
407 363 260
640 144 248
419 122 766
188 330 674
498 174 848
698 215 872
206 377 292
791 369 430
396 12 902
369 361 509
326 837 653
199 65 826
684 671 479
120 34 629
571 303 743
848 688 224
479 430 228
30 724 934
661 93 419
185 341 100
751 724 920
594 525 937
458 814 414
863 573 770
623 737 991
515 358 476
288 20 3
411 48 811
154 857 792
184 3 790
459 658 577
658 371 949
284 775 831
66 482 835
235 289 744
792 701 81
96 769 332
514 465 827
471 29 83
523 539 203
611 379 842
491 823 875
90 185 682
410 798 490
78 479 59
204 106 736
803 621 719
808 340 999
442 577 20
670 270 594
463 407 870
612 743 476
642 29 494
853 688 168
571 810 973
247 248 285
768 521 244
661 748 339
732 604 191
483 298 17
212 312 87
707 522 576
165 758 401
719 657 315
336 183 636
164 334 725
399 735 357
155 469 42
577 452 474
364 200 497
153 476 612
283 697 191
589 260 932
725 38 469
50 125 142
777 331 639
410 863 307
331 182 920
178 416 426
512 453 834
805 782 331
273 592 409
757 389 540
246 567 827
519 23 284
367 723 185
464 670 703
778 533 668
539 57 825
349 863 395
666 270 530
479 545 666
511 731 867
704 126 321
159 253 780
113 357 425
676 442 737
763 98 944
268 620 839
630 459 644
4 14 651
608 130 681
32 476 989
185 33 733
248 294 537
842 821 305
233 401 732
814 274 59
469 851 689
36 15 483
410 850 671
496 767 334
835 403 762
522 767 711
481 340 764
83 79 775
806 254 738
830 310 652
860 281 114
124 178 616
624 235 785
757 194 958
362 98 908
527 564 998
815 373 902
123 80 438
166 765 58
37 473 642
177 127 357
366 203 981
524 440 563
264 572 236
194 863 514
259 369 342
300 464 873
307 266 435
12 167 765
812 572 289
44 295 238
517 16 842
402 174 880
16 245 932
606 100 174
589 596 253
387 826 214
137 131 814
537 645 381
543 467 362
135 250 459
675 52 387
215 312 426
114 628 924
516 163 812
734 468 894
607 285 975
456 341 383
700 181 913
5 243 844
388 569 322
376 136 987
708 492 285
694 573 720
6 824 330
819 292 230
320 614 311
48 483 260
490 295 444
820 251 413
48 129 130
838 87 740
681 208 318
309 144 466
10 691 950
560 549 254
274 49 825
51 695 923
465 298 224
403 526 681
